team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
INDIANA PACERS,240,37,69,4,12,23,32,7,26,21,10,4,18,22
BOSTON CELTICS,240,38,79,3,11,14,23,12,25,22,11,2,16,20
CLEVELAND CAVALIERS,240,31,74,5,18,17,23,12,25,23,8,2,17,24
CHARLOTTE HORNETS,240,36,67,7,15,26,35,7,32,32,7,4,14,22
SEATTLE SUPERSONICS,240,31,70,8,19,17,24,11,23,21,11,6,21,16
DETROIT PISTONS,240,43,83,5,9,13,15,15,30,28,13,3,17,20
NEW YORK KNICKS,240,34,77,4,11,19,25,10,31,20,6,3,13,27
LOS ANGELES LAKERS,240,36,74,4,6,23,39,12,32,24,8,5,11,24
MILWAUKEE BUCKS,240,34,71,4,9,22,34,8,30,22,10,4,11,19
MINNESOTA TIMBERWOLVES,240,31,78,4,11,19,25,14,26,26,6,4,15,26
MIAMI HEAT,240,35,70,1,13,16,24,13,27,22,7,6,22,24
ORLANDO MAGIC,240,31,66,9,14,23,36,9,24,20,16,1,15,21
PORTLAND TRAIL BLAZERS,240,33,72,8,20,14,19,13,34,24,3,0,17,16
PHOENIX SUNS,240,35,85,2,11,14,18,14,24,23,5,1,7,18
HOUSTON ROCKETS,240,42,86,8,14,15,21,8,32,24,9,6,8,19
SACRAMENTO KINGS,240,36,96,4,19,17,24,23,34,18,6,2,14,21
CHICAGO BULLS,240,27,80,4,13,20,28,12,28,16,9,2,15,21
TORONTO RAPTORS,240,34,70,2,9,21,29,6,35,26,10,10,16,24
