team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DENVER NUGGETS,240,32,82,5,11,25,31,17,34,10,7,8,24,17
BOSTON CELTICS,240,39,92,5,16,19,22,14,33,23,14,10,14,24
GOLDEN STATE WARRIORS,240,45,85,5,11,7,9,13,27,32,9,7,12,22
INDIANA PACERS,240,31,75,2,5,19,21,16,25,17,8,3,16,14
SEATTLE SUPERSONICS,240,37,85,11,21,15,19,11,25,24,7,3,8,18
LOS ANGELES LAKERS,240,42,83,3,14,16,24,15,31,25,3,4,13,16
NEW YORK KNICKS,240,36,77,4,13,11,16,13,30,17,5,3,14,24
MILWAUKEE BUCKS,240,31,79,4,14,22,31,19,26,19,10,1,9,17
MIAMI HEAT,240,31,63,7,18,20,26,8,29,19,4,8,17,23
PHILADELPHIA 76ERS,240,28,84,1,9,21,33,24,21,13,12,3,13,26
MINNESOTA TIMBERWOLVES,240,31,84,1,5,22,26,13,30,16,8,7,14,26
PORTLAND TRAIL BLAZERS,240,35,75,3,9,24,38,8,35,25,8,8,13,22
ORLANDO MAGIC,240,30,69,5,14,24,34,12,31,22,8,5,19,13
TORONTO RAPTORS,240,36,82,7,15,5,7,12,31,26,7,5,16,26
DALLAS MAVERICKS,240,32,82,4,15,27,37,16,30,18,8,4,14,31
UTAH JAZZ,240,35,69,3,8,33,42,6,30,32,7,7,16,23
CHARLOTTE HORNETS,240,31,73,4,14,19,24,15,34,20,4,1,23,28
WASHINGTON WIZARDS,240,31,80,1,9,23,32,12,28,20,12,3,12,20
