team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DETROIT PISTONS,240,33,79,6,14,10,16,10,38,21,9,13,21,31
CLEVELAND CAVALIERS,240,27,81,4,10,28,40,16,28,20,9,3,14,15
PORTLAND TRAIL BLAZERS,240,27,73,4,19,35,47,16,33,20,6,9,18,32
HOUSTON ROCKETS,240,32,76,6,17,31,40,10,29,23,14,5,16,30
ATLANTA HAWKS,240,34,78,1,7,16,29,14,37,12,8,5,12,13
INDIANA PACERS,240,32,85,6,16,9,13,15,33,23,6,3,12,24
WASHINGTON WIZARDS,240,33,75,4,14,15,22,14,23,15,5,4,12,30
MIAMI HEAT,240,32,59,4,12,26,36,6,29,20,6,6,14,21
PHOENIX SUNS,240,38,71,6,13,28,31,15,28,27,11,1,19,22
MILWAUKEE BUCKS,240,34,70,8,13,16,23,11,16,21,10,1,18,26
LOS ANGELES LAKERS,240,36,70,7,17,28,40,10,28,23,2,2,8,18
MINNESOTA TIMBERWOLVES,240,43,101,1,6,14,25,28,23,29,5,2,7,27
LOS ANGELES CLIPPERS,240,30,68,6,13,23,35,6,20,19,10,2,18,27
NEW YORK KNICKS,240,38,68,9,14,28,31,6,30,19,11,5,16,29
SAN ANTONIO SPURS,240,49,80,3,8,20,31,6,32,34,10,9,14,33
SACRAMENTO KINGS,240,36,90,5,15,32,46,22,26,22,7,3,16,27
VANCOUVER GRIZZLIES,240,31,82,1,3,22,38,22,28,20,8,2,7,25
SEATTLE SUPERSONICS,240,29,68,4,15,25,37,14,32,20,4,6,15,24
NEW JERSEY NETS,240,34,92,2,15,15,26,18,23,26,9,9,11,25
TORONTO RAPTORS,240,37,87,1,8,25,31,20,35,21,8,14,16,21
