team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SAN ANTONIO SPURS,240,41,73,5,7,19,28,12,30,28,5,7,13,19
DENVER NUGGETS,240,40,78,2,8,14,21,7,20,27,7,6,9,22
MIAMI HEAT,240,27,65,6,21,12,17,9,33,18,4,4,18,19
INDIANA PACERS,240,33,78,7,18,12,13,9,30,19,8,4,6,17
NEW JERSEY NETS,240,35,94,7,13,9,14,27,24,21,7,1,13,17
NEW YORK KNICKS,240,38,74,7,13,14,20,11,29,24,6,7,13,14
WASHINGTON WIZARDS,265,34,81,3,13,32,36,12,35,22,12,3,20,35
PHILADELPHIA 76ERS,265,32,84,0,10,31,45,17,30,16,12,3,22,33
HOUSTON ROCKETS,240,23,74,4,18,21,24,15,20,14,7,4,19,24
PORTLAND TRAIL BLAZERS,240,42,76,9,16,18,21,7,32,26,12,7,16,24
DALLAS MAVERICKS,240,37,96,3,11,12,18,21,29,17,5,4,14,25
SACRAMENTO KINGS,240,38,79,4,18,14,29,14,32,23,7,10,13,21
MINNESOTA TIMBERWOLVES,240,34,73,5,10,15,20,12,26,25,8,4,14,21
SEATTLE SUPERSONICS,240,31,77,4,23,11,20,15,22,20,10,4,14,17
BOSTON CELTICS,240,37,82,5,14,13,25,9,23,24,10,6,15,29
TORONTO RAPTORS,240,37,82,1,10,30,41,17,37,25,11,9,14,17
LOS ANGELES LAKERS,240,31,63,4,13,31,49,10,32,13,2,7,14,34
UTAH JAZZ,240,30,72,0,8,29,42,9,22,12,5,3,8,33
