team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
TORONTO RAPTORS,240,35,93,7,16,9,11,19,28,20,17,2,11,22
ATLANTA HAWKS,240,27,64,5,13,18,30,10,33,14,5,3,23,14
DETROIT PISTONS,240,34,55,7,12,24,31,6,22,23,9,2,16,26
CLEVELAND CAVALIERS,240,32,63,3,7,17,24,9,17,27,7,3,16,26
SAN ANTONIO SPURS,240,36,74,4,15,19,23,11,32,16,10,3,14,18
DALLAS MAVERICKS,240,32,76,2,11,13,17,12,24,15,6,5,17,22
LOS ANGELES CLIPPERS,240,32,79,5,17,8,11,10,23,19,10,8,16,19
HOUSTON ROCKETS,240,35,71,7,18,19,26,11,33,25,13,5,18,10
DENVER NUGGETS,240,31,79,4,13,21,30,15,22,11,4,3,12,24
MIAMI HEAT,240,36,71,7,14,16,23,8,25,25,9,7,13,24
CHARLOTTE HORNETS,240,36,79,10,22,14,21,12,39,20,6,6,16,16
NEW JERSEY NETS,240,33,85,4,13,12,18,10,32,20,13,8,13,14
PHOENIX SUNS,240,39,76,6,10,17,22,9,22,28,11,3,11,21
SEATTLE SUPERSONICS,240,35,81,6,20,17,26,21,27,24,5,3,19,20
MINNESOTA TIMBERWOLVES,240,37,84,1,5,27,32,14,24,22,12,9,12,24
VANCOUVER GRIZZLIES,240,36,76,4,9,17,29,13,29,27,7,5,21,29
