team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW YORK KNICKS,240,19,61,1,6,24,40,12,26,12,9,6,21,23
CHICAGO BULLS,240,26,71,5,13,19,26,11,32,21,10,5,16,27
BOSTON CELTICS,240,34,79,8,15,7,16,12,32,25,7,0,16,27
DETROIT PISTONS,240,30,62,4,11,29,40,5,33,19,10,5,14,17
MILWAUKEE BUCKS,240,41,84,6,13,16,21,16,21,20,11,1,14,20
INDIANA PACERS,240,42,70,2,12,23,32,11,24,24,8,3,14,14
GOLDEN STATE WARRIORS,240,27,75,3,11,21,37,15,34,15,9,10,19,24
LOS ANGELES LAKERS,240,34,79,0,6,21,28,9,33,22,10,5,13,25
NEW JERSEY NETS,265,31,91,4,15,27,35,21,35,15,13,6,23,32
PHILADELPHIA 76ERS,265,34,78,2,5,30,39,10,35,19,16,10,21,31
SAN ANTONIO SPURS,240,39,76,8,12,13,20,11,22,21,11,5,15,18
PHOENIX SUNS,240,40,76,4,11,13,16,9,26,29,9,4,12,13
UTAH JAZZ,240,39,82,6,10,7,10,16,25,25,12,2,16,15
PORTLAND TRAIL BLAZERS,240,32,66,3,8,10,15,8,23,18,11,7,21,13
MINNESOTA TIMBERWOLVES,240,40,86,3,7,18,23,17,30,21,9,5,16,22
SACRAMENTO KINGS,240,33,76,5,12,24,33,13,23,17,8,2,20,18
CHARLOTTE HORNETS,240,34,75,6,15,18,28,11,31,18,11,3,15,21
WASHINGTON WIZARDS,240,31,72,3,13,18,25,12,31,19,8,3,20,26
