team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
WASHINGTON WIZARDS,240,30,76,1,9,10,16,18,27,21,10,2,16,25
DETROIT PISTONS,240,27,62,2,5,19,26,9,28,15,7,4,19,16
PHILADELPHIA 76ERS,240,31,76,3,6,24,30,16,25,20,13,4,19,23
MIAMI HEAT,240,33,69,5,16,20,26,7,29,24,11,7,19,25
CHICAGO BULLS,240,28,71,6,20,14,17,7,32,21,10,2,18,22
MILWAUKEE BUCKS,240,27,76,3,10,24,27,12,33,19,13,6,13,16
ATLANTA HAWKS,240,43,96,5,12,23,33,23,27,23,10,6,10,17
ORLANDO MAGIC,240,44,84,9,15,13,18,10,24,26,4,6,17,21
PORTLAND TRAIL BLAZERS,240,32,75,7,17,21,25,14,34,28,12,3,18,25
VANCOUVER GRIZZLIES,240,25,73,1,9,22,28,15,25,12,9,4,20,19
