team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ATLANTA HAWKS,240,27,72,9,20,22,29,9,32,16,10,7,13,21
DETROIT PISTONS,240,26,77,6,20,14,18,13,33,16,5,3,15,28
BOSTON CELTICS,240,38,81,6,11,14,18,11,30,24,6,2,14,28
INDIANA PACERS,240,34,78,6,16,25,31,12,29,18,5,3,11,20
NEW JERSEY NETS,240,28,78,1,13,19,23,13,32,16,5,10,18,24
MIAMI HEAT,240,41,91,4,15,16,23,12,39,24,10,2,9,17
CHARLOTTE HORNETS,240,28,66,3,8,27,41,8,27,13,12,4,13,27
NEW YORK KNICKS,240,31,74,5,12,27,35,18,31,17,8,5,17,27
HOUSTON ROCKETS,240,34,82,8,20,14,20,9,30,17,6,8,13,22
PHOENIX SUNS,240,42,90,3,12,17,21,14,31,31,10,4,7,16
LOS ANGELES LAKERS,240,42,92,2,14,15,21,14,29,23,14,2,16,25
SACRAMENTO KINGS,240,36,75,8,20,25,31,9,34,23,9,3,21,20
LOS ANGELES CLIPPERS,240,35,76,5,17,14,18,10,26,18,9,2,18,22
SEATTLE SUPERSONICS,240,42,74,6,13,18,21,9,28,27,8,4,18,13
MILWAUKEE BUCKS,240,35,77,3,9,13,17,11,32,16,5,5,16,20
WASHINGTON WIZARDS,240,36,88,8,18,18,23,17,27,26,9,3,8,18
