team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
VANCOUVER GRIZZLIES,240,42,79,4,8,24,37,9,23,27,11,4,14,24
DENVER NUGGETS,240,38,77,9,19,31,36,14,29,29,8,8,18,31
NEW YORK KNICKS,240,26,72,3,14,13,25,14,28,12,8,4,17,21
DETROIT PISTONS,240,33,73,8,12,15,22,11,35,24,9,4,14,18
HOUSTON ROCKETS,240,37,85,3,12,13,17,11,27,19,8,0,15,24
LOS ANGELES LAKERS,240,40,73,7,14,19,30,9,31,20,7,4,16,24
ORLANDO MAGIC,240,30,70,8,17,10,17,10,28,21,11,2,21,23
MIAMI HEAT,240,26,66,6,10,26,28,10,24,16,14,4,16,19
PHILADELPHIA 76ERS,240,32,75,0,2,23,34,17,29,23,11,5,16,16
MILWAUKEE BUCKS,240,34,82,1,9,7,12,17,22,12,9,8,18,25
PORTLAND TRAIL BLAZERS,240,41,87,6,13,12,22,11,34,32,8,4,16,28
MINNESOTA TIMBERWOLVES,240,35,83,1,11,22,30,11,24,22,10,11,13,21
GOLDEN STATE WARRIORS,240,35,90,6,24,13,20,19,35,16,5,5,12,29
PHOENIX SUNS,240,34,72,5,13,29,35,4,36,25,5,7,9,13
UTAH JAZZ,240,35,71,2,7,29,34,8,29,24,10,4,15,22
SAN ANTONIO SPURS,240,34,83,5,20,14,26,19,25,21,7,6,17,29
CHICAGO BULLS,265,32,90,3,16,23,29,20,36,21,7,3,12,21
TORONTO RAPTORS,265,35,92,6,15,12,15,14,34,21,5,14,11,25
