team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
INDIANA PACERS,240,28,70,6,20,36,41,9,29,22,7,3,15,33
DETROIT PISTONS,240,36,75,5,12,30,38,13,29,20,11,7,14,33
DALLAS MAVERICKS,290,33,78,8,18,28,43,13,34,21,7,7,20,32
GOLDEN STATE WARRIORS,290,38,104,2,10,21,31,27,37,24,4,8,17,35
CHICAGO BULLS,240,30,76,3,11,26,41,23,27,15,3,5,13,24
LOS ANGELES CLIPPERS,240,30,81,3,13,21,25,13,24,5,7,4,9,32
UTAH JAZZ,240,31,70,1,4,37,48,9,29,23,8,3,10,30
LOS ANGELES LAKERS,240,31,80,3,11,26,44,22,27,16,4,8,17,37
ATLANTA HAWKS,240,23,78,2,11,21,26,16,20,9,11,5,19,31
NEW JERSEY NETS,240,26,65,2,8,25,33,14,32,16,6,10,22,27
MIAMI HEAT,240,34,77,5,8,10,17,10,31,17,9,5,12,19
NEW YORK KNICKS,240,33,89,3,10,10,22,25,36,18,8,3,17,18
DENVER NUGGETS,240,41,89,7,23,19,28,12,24,22,8,3,11,31
PHOENIX SUNS,240,38,71,3,8,36,49,9,32,28,4,3,15,26
VANCOUVER GRIZZLIES,240,30,87,5,12,22,32,16,25,18,12,3,16,15
SACRAMENTO KINGS,240,48,97,6,18,7,16,19,39,36,13,12,18,22
PORTLAND TRAIL BLAZERS,240,32,73,4,12,20,24,10,29,22,9,6,16,24
SEATTLE SUPERSONICS,240,33,71,11,20,14,23,7,27,23,7,6,15,23
