team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MIAMI HEAT,240,32,74,8,20,19,24,13,29,21,2,5,16,27
CHARLOTTE HORNETS,240,32,67,5,10,25,30,7,28,20,6,2,10,25
INDIANA PACERS,240,28,71,7,26,32,37,9,24,23,4,6,12,31
CLEVELAND CAVALIERS,240,29,70,1,9,30,39,12,28,22,6,6,14,26
WASHINGTON WIZARDS,240,37,80,5,11,24,29,15,29,25,8,0,17,32
DETROIT PISTONS,240,32,69,4,15,38,48,9,22,16,7,5,13,28
DENVER NUGGETS,240,32,89,6,22,10,15,15,24,15,12,5,9,25
HOUSTON ROCKETS,240,36,79,4,17,23,28,19,39,25,3,4,16,19
BOSTON CELTICS,240,36,84,4,15,14,22,15,23,25,14,5,18,27
ORLANDO MAGIC,240,38,77,6,12,25,32,14,30,28,11,9,20,18
LOS ANGELES LAKERS,240,32,77,4,13,12,21,16,35,17,10,9,16,21
SAN ANTONIO SPURS,240,31,78,4,14,9,16,11,27,18,8,6,15,20
PORTLAND TRAIL BLAZERS,240,35,71,4,8,21,29,8,32,20,11,12,21,30
VANCOUVER GRIZZLIES,240,27,81,2,8,20,28,20,26,13,11,1,20,22
