team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHILADELPHIA 76ERS,240,35,72,2,3,26,31,13,27,20,17,5,20,19
CHICAGO BULLS,240,31,77,4,12,14,22,14,25,23,14,3,22,22
INDIANA PACERS,240,31,70,6,21,13,22,10,32,23,7,3,14,23
CLEVELAND CAVALIERS,240,26,69,1,8,21,25,10,26,19,8,1,14,24
DENVER NUGGETS,240,31,87,6,25,13,20,18,33,16,9,8,12,25
DALLAS MAVERICKS,240,31,80,2,8,26,32,14,36,14,8,9,12,17
ATLANTA HAWKS,240,38,92,4,10,13,17,15,26,18,10,8,4,18
HOUSTON ROCKETS,240,35,71,11,23,6,13,6,31,24,3,4,16,17
LOS ANGELES LAKERS,240,42,78,9,18,22,31,15,26,30,11,4,12,20
LOS ANGELES CLIPPERS,240,41,79,6,15,12,16,12,20,20,9,3,14,21
MINNESOTA TIMBERWOLVES,265,44,106,1,11,24,34,25,33,29,7,3,14,25
NEW YORK KNICKS,265,43,81,6,16,23,29,4,34,29,8,11,16,23
PHOENIX SUNS,240,33,80,8,24,20,26,16,26,26,14,3,17,23
VANCOUVER GRIZZLIES,240,31,71,2,12,22,30,12,28,20,9,3,22,22
SACRAMENTO KINGS,240,43,90,12,22,17,19,19,32,32,6,3,19,25
WASHINGTON WIZARDS,240,41,86,3,10,20,29,13,25,27,10,4,14,18
