team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW JERSEY NETS,240,38,91,2,9,28,38,17,20,14,7,3,9,38
ATLANTA HAWKS,240,30,66,3,7,48,60,12,30,15,4,6,15,34
CLEVELAND CAVALIERS,240,27,64,2,11,17,26,7,25,19,15,7,22,27
BOSTON CELTICS,240,25,64,3,7,24,33,15,31,14,9,7,26,24
MILWAUKEE BUCKS,265,41,95,6,11,25,33,12,26,31,11,2,5,28
CHARLOTTE HORNETS,265,38,73,6,17,25,35,10,41,25,3,3,23,29
HOUSTON ROCKETS,240,27,60,7,14,25,33,8,30,13,6,2,21,19
GOLDEN STATE WARRIORS,240,33,78,5,13,13,22,14,29,23,15,2,13,27
ORLANDO MAGIC,240,26,69,2,10,21,34,13,25,14,8,3,21,23
PHILADELPHIA 76ERS,240,34,74,2,7,25,33,17,33,19,14,4,18,27
MINNESOTA TIMBERWOLVES,240,33,108,1,11,15,24,21,35,18,8,6,11,30
SAN ANTONIO SPURS,240,31,80,0,7,34,50,15,49,24,6,12,17,23
TORONTO RAPTORS,240,37,79,6,11,17,22,11,29,23,8,3,20,25
WASHINGTON WIZARDS,240,37,83,5,14,19,28,15,25,24,10,0,15,22
