team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CLEVELAND CAVALIERS,240,30,65,1,3,26,39,12,25,17,10,3,13,24
CHARLOTTE HORNETS,240,29,62,5,12,14,23,5,26,21,5,5,21,30
LOS ANGELES LAKERS,240,39,75,6,15,19,28,9,25,24,10,10,13,21
DENVER NUGGETS,240,38,93,7,23,15,19,25,28,24,6,1,18,25
SEATTLE SUPERSONICS,240,33,77,7,20,16,24,12,28,26,15,2,17,21
GOLDEN STATE WARRIORS,240,32,72,6,19,12,19,10,28,18,13,4,21,26
SACRAMENTO KINGS,240,36,87,2,15,8,11,13,33,20,7,6,11,17
HOUSTON ROCKETS,240,36,88,6,18,14,16,15,37,18,6,4,10,15
ORLANDO MAGIC,240,32,78,4,15,21,32,13,20,21,20,11,11,21
NEW JERSEY NETS,240,33,84,4,14,11,13,21,33,14,6,9,25,28
WASHINGTON WIZARDS,240,29,81,2,12,28,36,17,26,14,7,4,13,24
NEW YORK KNICKS,240,35,66,7,12,24,33,7,37,27,7,3,17,26
INDIANA PACERS,240,35,78,5,11,17,24,13,26,16,7,5,18,29
PORTLAND TRAIL BLAZERS,240,38,76,4,11,20,31,12,23,19,8,6,18,28
LOS ANGELES CLIPPERS,240,35,73,4,10,25,33,10,28,19,9,6,17,26
VANCOUVER GRIZZLIES,240,35,82,4,11,31,36,13,28,23,8,2,14,24
