team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHICAGO BULLS,240,31,71,2,9,13,21,8,33,20,8,6,14,25
ATLANTA HAWKS,240,24,77,3,11,17,22,15,26,10,7,6,16,18
PHILADELPHIA 76ERS,240,39,76,4,8,24,32,12,21,24,9,8,12,29
CLEVELAND CAVALIERS,240,32,67,1,6,32,39,10,21,21,5,4,17,27
LOS ANGELES LAKERS,265,44,92,4,15,21,33,18,31,24,4,6,17,35
DENVER NUGGETS,265,33,79,12,28,39,51,15,30,23,10,5,13,28
SAN ANTONIO SPURS,240,36,87,4,10,13,19,17,29,23,6,6,22,22
MINNESOTA TIMBERWOLVES,240,39,90,1,5,16,20,14,28,25,14,10,13,24
SACRAMENTO KINGS,240,42,83,5,14,7,9,9,27,24,12,3,21,16
ORLANDO MAGIC,240,43,87,8,12,13,17,14,27,28,16,3,17,14
DALLAS MAVERICKS,240,33,84,6,15,11,12,13,26,20,6,3,12,15
PHOENIX SUNS,240,40,74,6,15,15,21,6,34,31,9,4,11,15
LOS ANGELES CLIPPERS,240,30,79,4,12,25,35,13,25,19,7,5,17,28
UTAH JAZZ,240,37,74,3,7,27,36,9,33,30,9,5,14,27
