team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SAN ANTONIO SPURS,240,29,76,7,15,24,35,18,36,19,7,8,18,15
CHICAGO BULLS,240,32,82,3,8,9,13,10,32,20,14,1,10,24
PORTLAND TRAIL BLAZERS,290,36,90,5,16,23,27,14,43,22,2,8,18,24
GOLDEN STATE WARRIORS,290,40,106,6,22,19,29,27,34,28,10,4,10,25
MINNESOTA TIMBERWOLVES,240,37,76,4,9,17,21,6,34,21,7,4,15,21
LOS ANGELES CLIPPERS,240,29,78,1,14,14,20,8,28,10,6,4,15,19
INDIANA PACERS,240,31,69,6,16,33,42,10,23,16,10,4,13,23
LOS ANGELES LAKERS,240,39,85,5,16,16,22,17,31,28,5,7,18,32
MILWAUKEE BUCKS,240,35,76,5,12,7,10,8,32,19,7,4,18,24
ORLANDO MAGIC,240,32,79,2,17,19,27,14,31,20,12,4,15,14
ATLANTA HAWKS,240,26,76,5,18,13,20,15,23,15,4,3,19,26
PHILADELPHIA 76ERS,240,25,66,1,9,27,31,8,32,11,12,7,19,30
DALLAS MAVERICKS,240,37,80,5,9,13,20,18,25,18,5,6,18,18
VANCOUVER GRIZZLIES,240,35,81,9,18,17,18,16,23,22,13,5,15,18
