team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MIAMI HEAT,240,31,67,7,17,22,25,6,35,18,5,3,18,26
DETROIT PISTONS,240,25,78,2,9,28,30,14,27,14,9,2,13,22
CHARLOTTE HORNETS,240,36,76,1,8,14,19,7,32,21,6,4,19,19
GOLDEN STATE WARRIORS,240,39,95,4,15,14,23,25,30,29,11,4,12,20
DALLAS MAVERICKS,240,39,86,1,3,9,18,11,29,24,8,8,14,27
LOS ANGELES LAKERS,240,39,86,4,12,19,26,11,37,27,11,7,16,18
CHICAGO BULLS,240,30,74,4,13,19,25,3,25,16,6,3,8,24
MILWAUKEE BUCKS,240,34,79,3,10,20,27,18,32,18,3,3,14,29
HOUSTON ROCKETS,240,33,61,7,11,29,41,5,21,24,6,2,19,22
MINNESOTA TIMBERWOLVES,240,50,89,0,3,16,23,14,23,32,8,5,9,29
WASHINGTON WIZARDS,240,36,83,4,13,9,13,16,26,20,9,6,22,23
ORLANDO MAGIC,240,34,82,4,13,24,32,19,27,21,10,2,23,13
DENVER NUGGETS,240,28,77,1,14,28,45,18,26,14,12,5,16,18
PORTLAND TRAIL BLAZERS,240,41,85,7,11,11,15,10,34,26,7,8,18,28
PHOENIX SUNS,240,32,80,2,11,13,17,13,27,18,11,6,10,20
SAN ANTONIO SPURS,240,29,71,4,16,14,24,10,28,19,8,4,17,18
SACRAMENTO KINGS,265,39,89,5,16,26,31,8,41,23,4,6,11,18
SEATTLE SUPERSONICS,265,40,110,6,20,20,26,25,33,20,3,6,9,26
BOSTON CELTICS,315,48,104,5,14,30,43,17,26,29,19,6,18,40
VANCOUVER GRIZZLIES,315,41,87,2,8,45,50,17,36,28,10,6,27,35
