team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ORLANDO MAGIC,265,42,83,5,14,10,13,8,28,29,9,5,12,22
ATLANTA HAWKS,265,37,83,7,19,13,23,15,24,20,7,4,14,15
DALLAS MAVERICKS,240,26,78,2,6,25,34,11,39,15,4,9,11,17
GOLDEN STATE WARRIORS,240,35,89,2,11,12,19,13,37,23,9,3,9,26
SAN ANTONIO SPURS,240,32,78,2,7,28,41,13,27,18,6,6,10,25
LOS ANGELES LAKERS,240,42,76,4,8,18,33,11,33,26,7,9,14,27
VANCOUVER GRIZZLIES,240,38,81,4,11,16,29,15,23,25,9,3,17,23
MINNESOTA TIMBERWOLVES,240,47,87,3,4,18,23,13,24,34,11,8,14,28
NEW YORK KNICKS,240,28,58,9,12,13,19,5,31,22,11,6,23,21
PHILADELPHIA 76ERS,240,25,71,3,10,14,22,14,26,12,10,8,19,20
DETROIT PISTONS,240,41,86,9,17,10,17,13,37,28,12,8,17,18
PHOENIX SUNS,240,34,81,9,17,16,19,6,32,23,10,7,14,17
BOSTON CELTICS,240,38,94,3,13,7,13,18,19,26,5,4,9,28
PORTLAND TRAIL BLAZERS,240,35,71,4,8,32,38,19,33,20,2,10,15,20
CHARLOTTE HORNETS,240,40,94,0,10,15,21,15,28,17,17,3,17,19
SACRAMENTO KINGS,240,42,84,10,22,12,20,12,36,24,13,4,25,19
MILWAUKEE BUCKS,240,30,74,6,10,16,19,11,23,17,7,8,18,18
TORONTO RAPTORS,240,32,80,5,11,21,24,20,31,25,11,8,15,13
CHICAGO BULLS,240,32,67,7,14,20,25,6,30,20,7,7,17,18
WASHINGTON WIZARDS,240,40,85,5,13,8,11,10,26,27,6,5,11,21
