team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CLEVELAND CAVALIERS,240,32,78,1,3,18,30,13,25,15,11,0,17,31
ATLANTA HAWKS,240,33,71,2,10,32,43,10,28,16,8,8,13,25
TORONTO RAPTORS,240,35,89,3,10,30,35,22,32,17,12,4,15,23
BOSTON CELTICS,240,35,81,8,17,14,23,13,27,20,6,8,19,25
PHILADELPHIA 76ERS,240,32,84,3,12,11,16,14,38,19,11,10,12,26
CHARLOTTE HORNETS,240,24,70,6,14,12,24,9,33,17,8,4,16,17
MINNESOTA TIMBERWOLVES,240,42,88,3,7,23,30,15,28,25,10,10,12,29
DENVER NUGGETS,240,30,82,3,17,29,39,16,33,17,6,6,19,28
WASHINGTON WIZARDS,240,35,84,2,12,9,9,6,25,11,4,3,11,31
INDIANA PACERS,240,32,68,3,10,29,43,9,36,19,4,4,14,24
PHOENIX SUNS,240,38,76,4,8,21,36,9,36,20,9,6,18,22
LOS ANGELES CLIPPERS,240,33,81,8,20,18,28,14,29,16,12,4,21,30
HOUSTON ROCKETS,240,35,86,2,12,19,28,15,29,18,8,1,12,24
LOS ANGELES LAKERS,240,34,76,8,17,23,33,14,33,22,8,10,15,25
DETROIT PISTONS,240,35,78,7,15,18,24,14,24,15,11,2,14,22
MIAMI HEAT,240,32,70,5,15,12,20,7,25,22,4,10,15,22
NEW YORK KNICKS,240,35,74,2,12,13,23,9,33,20,10,3,17,26
ORLANDO MAGIC,240,34,84,4,12,21,31,11,31,18,12,2,13,19
SACRAMENTO KINGS,240,35,96,4,16,9,20,21,26,13,14,4,19,21
SAN ANTONIO SPURS,240,38,85,4,12,21,28,18,37,24,14,6,22,18
DALLAS MAVERICKS,265,34,84,6,18,12,15,12,30,21,2,4,9,18
SEATTLE SUPERSONICS,265,39,97,6,22,8,13,20,32,24,5,4,6,16
CHICAGO BULLS,240,37,85,6,13,16,24,15,20,20,11,3,12,33
UTAH JAZZ,240,34,59,3,6,33,42,6,28,24,9,9,19,21
