team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
WASHINGTON WIZARDS,240,30,76,2,14,15,23,16,27,12,7,7,15,20
CLEVELAND CAVALIERS,240,28,78,5,15,25,30,18,29,22,12,4,12,22
SAN ANTONIO SPURS,240,32,84,2,10,20,27,14,30,20,11,6,13,23
DALLAS MAVERICKS,240,37,80,3,10,15,26,15,35,22,8,8,16,21
NEW JERSEY NETS,240,36,85,7,14,22,30,17,22,15,11,1,13,16
LOS ANGELES CLIPPERS,240,44,77,6,13,15,20,11,29,17,7,6,19,23
CHICAGO BULLS,240,28,71,4,11,14,19,7,23,15,7,3,16,20
MIAMI HEAT,240,33,68,5,15,19,26,9,31,25,12,9,22,24
ATLANTA HAWKS,240,35,83,4,20,10,12,16,27,20,7,3,14,18
MILWAUKEE BUCKS,240,37,72,6,17,11,15,7,25,25,11,4,12,17
PHILADELPHIA 76ERS,240,23,60,2,7,24,32,9,25,18,11,3,25,21
NEW YORK KNICKS,240,36,78,3,11,16,22,12,26,19,10,9,17,23
LOS ANGELES LAKERS,240,30,77,3,12,23,40,15,24,17,5,2,17,29
PORTLAND TRAIL BLAZERS,240,40,71,5,10,28,42,9,37,23,10,9,14,33
UTAH JAZZ,265,41,89,6,13,17,25,14,24,29,14,3,15,22
SACRAMENTO KINGS,265,37,86,8,17,18,23,21,31,21,7,5,25,23
