team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW YORK KNICKS,240,33,77,2,10,18,22,15,25,17,5,4,9,24
ATLANTA HAWKS,240,26,72,8,19,18,22,16,28,9,3,3,16,17
PHILADELPHIA 76ERS,240,30,82,1,7,22,28,17,34,13,12,9,10,13
BOSTON CELTICS,240,26,83,4,20,11,14,20,28,17,5,11,18,19
WASHINGTON WIZARDS,240,39,84,0,6,10,13,11,35,25,4,4,13,24
CHARLOTTE HORNETS,240,32,81,5,14,21,29,9,30,24,8,5,8,16
DETROIT PISTONS,240,39,73,11,19,13,15,5,19,19,9,5,15,28
INDIANA PACERS,240,34,67,3,10,30,37,11,22,22,9,6,13,18
MINNESOTA TIMBERWOLVES,240,34,91,3,7,18,26,16,25,21,8,4,11,25
LOS ANGELES LAKERS,240,37,78,5,13,17,26,14,33,22,6,4,18,20
TORONTO RAPTORS,240,39,87,6,16,15,19,13,29,15,5,6,10,23
NEW JERSEY NETS,240,39,91,4,12,24,30,21,31,21,4,10,7,17
MILWAUKEE BUCKS,240,36,73,5,16,6,15,12,25,19,11,4,21,23
ORLANDO MAGIC,240,33,78,8,20,21,26,15,26,19,12,6,18,15
PHOENIX SUNS,240,38,82,6,18,10,12,8,18,20,11,3,8,21
UTAH JAZZ,240,35,69,1,4,22,26,11,32,22,7,2,18,15
SEATTLE SUPERSONICS,240,32,83,10,23,19,24,18,25,25,8,3,14,22
VANCOUVER GRIZZLIES,240,37,74,5,10,19,26,13,32,19,10,5,14,21
