team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MILWAUKEE BUCKS,240,27,71,1,11,22,28,13,31,21,11,1,18,20
CHICAGO BULLS,240,30,72,3,9,16,18,8,30,25,12,1,15,21
DENVER NUGGETS,240,35,79,6,19,27,29,10,30,11,1,2,8,24
LOS ANGELES CLIPPERS,240,36,80,2,10,27,33,13,30,16,2,4,7,26
INDIANA PACERS,240,31,78,10,25,16,18,13,30,19,4,3,9,18
MIAMI HEAT,240,37,82,2,9,16,18,11,29,23,6,5,6,20
UTAH JAZZ,240,35,69,3,8,24,33,12,33,26,7,6,15,15
MINNESOTA TIMBERWOLVES,240,33,87,0,8,10,14,14,22,29,8,7,10,22
PHILADELPHIA 76ERS,240,28,82,0,6,23,35,22,34,10,6,6,20,22
NEW JERSEY NETS,240,30,86,4,13,22,26,17,34,20,16,4,13,26
DETROIT PISTONS,240,31,72,7,17,12,17,13,24,19,9,3,14,17
ORLANDO MAGIC,240,36,74,5,10,11,17,13,31,27,10,5,12,14
SEATTLE SUPERSONICS,240,39,79,3,14,12,20,15,25,20,6,1,14,20
PHOENIX SUNS,240,38,82,4,16,19,23,20,21,22,9,2,12,20
HOUSTON ROCKETS,240,32,70,5,9,14,16,8,32,17,9,4,17,16
SAN ANTONIO SPURS,240,34,80,6,12,12,19,14,28,27,10,4,14,15
GOLDEN STATE WARRIORS,240,34,83,4,8,18,21,20,25,18,10,5,21,25
VANCOUVER GRIZZLIES,240,30,72,2,10,23,30,11,23,15,14,4,19,21
BOSTON CELTICS,240,37,80,3,9,24,36,9,37,25,13,5,17,27
WASHINGTON WIZARDS,240,33,76,4,7,28,40,11,28,23,9,5,17,26
