team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHOENIX SUNS,240,35,92,9,25,19,23,22,25,23,8,3,9,17
DENVER NUGGETS,240,34,73,10,21,9,14,12,26,25,6,4,19,25
DALLAS MAVERICKS,240,34,83,4,14,19,24,12,33,16,12,6,6,16
HOUSTON ROCKETS,240,34,77,6,21,7,11,8,35,21,3,4,16,19
CHARLOTTE HORNETS,265,39,89,10,22,22,27,9,38,21,5,10,14,28
INDIANA PACERS,265,39,98,6,17,31,35,17,37,15,8,5,9,21
PORTLAND TRAIL BLAZERS,240,30,75,8,19,21,32,11,26,18,9,2,18,21
LOS ANGELES LAKERS,240,37,70,11,23,23,28,4,28,29,14,6,16,27
BOSTON CELTICS,240,41,74,9,17,16,20,7,24,26,11,9,17,17
MIAMI HEAT,240,35,71,6,17,20,25,9,27,23,12,2,20,15
PHILADELPHIA 76ERS,240,27,75,1,11,15,20,12,24,14,9,7,16,15
NEW YORK KNICKS,240,33,76,7,15,12,17,11,31,21,7,5,14,20
LOS ANGELES CLIPPERS,240,30,83,4,15,17,31,13,35,17,14,6,20,23
SACRAMENTO KINGS,240,36,91,8,23,23,30,19,39,22,16,1,22,22
GOLDEN STATE WARRIORS,240,36,79,5,14,8,12,13,18,14,7,5,14,27
UTAH JAZZ,240,36,64,5,6,19,28,9,23,26,8,9,13,18
SAN ANTONIO SPURS,240,35,62,7,15,22,26,8,29,25,7,8,15,20
VANCOUVER GRIZZLIES,240,28,80,2,10,14,22,18,19,16,10,5,11,20
CLEVELAND CAVALIERS,240,30,58,3,8,23,29,1,23,24,11,4,14,22
WASHINGTON WIZARDS,240,39,74,5,12,14,24,10,25,27,5,1,14,22
