team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHARLOTTE HORNETS,240,32,71,10,22,16,18,10,25,21,10,5,17,23
CLEVELAND CAVALIERS,240,32,66,3,8,15,21,9,24,23,7,7,19,22
PORTLAND TRAIL BLAZERS,240,41,79,4,9,16,19,15,28,16,8,10,13,20
DALLAS MAVERICKS,240,33,72,8,17,20,27,9,21,14,5,5,16,19
TORONTO RAPTORS,240,33,67,4,14,23,30,12,26,24,5,3,16,20
NEW YORK KNICKS,240,33,77,5,18,19,27,13,21,17,7,1,10,24
DENVER NUGGETS,240,40,99,2,12,15,23,22,27,20,8,2,11,20
SACRAMENTO KINGS,240,46,88,6,20,21,28,13,33,27,5,8,13,17
LOS ANGELES LAKERS,240,39,81,4,12,11,18,8,26,20,8,6,13,36
UTAH JAZZ,240,34,67,6,13,35,41,5,28,28,5,5,17,25
