team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ORLANDO MAGIC,240,28,80,3,13,14,27,21,32,17,11,6,15,23
CLEVELAND CAVALIERS,240,23,66,5,15,18,19,8,30,17,7,6,19,27
SAN ANTONIO SPURS,240,37,76,6,13,12,18,10,34,27,10,3,12,25
HOUSTON ROCKETS,240,31,70,2,12,19,30,9,30,13,9,3,13,20
MINNESOTA TIMBERWOLVES,240,36,85,4,8,15,25,14,24,18,6,0,11,25
LOS ANGELES CLIPPERS,240,37,75,3,9,22,26,12,32,15,8,5,16,25
PORTLAND TRAIL BLAZERS,240,30,77,5,17,21,26,16,28,15,4,6,13,19
SEATTLE SUPERSONICS,240,35,77,5,13,12,22,11,28,22,8,5,9,24
BOSTON CELTICS,240,40,83,8,13,13,19,14,26,23,14,2,18,24
TORONTO RAPTORS,240,31,74,2,10,25,29,13,25,25,7,10,21,21
GOLDEN STATE WARRIORS,240,33,72,3,9,16,20,6,21,21,8,6,11,38
UTAH JAZZ,240,25,58,3,5,39,47,12,34,22,5,6,15,23
