team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ORLANDO MAGIC,240,33,66,5,16,21,28,8,26,23,15,2,18,15
DETROIT PISTONS,240,33,70,0,13,11,13,7,24,24,10,1,23,21
GOLDEN STATE WARRIORS,240,32,77,0,6,17,28,11,34,19,6,2,14,27
LOS ANGELES LAKERS,240,26,75,2,14,22,39,16,30,14,7,3,13,23
SACRAMENTO KINGS,240,39,86,5,17,13,16,12,31,27,4,5,16,18
MINNESOTA TIMBERWOLVES,240,46,99,1,5,12,16,17,32,36,9,3,8,16
MIAMI HEAT,240,27,74,6,19,17,20,13,41,15,3,11,20,28
NEW JERSEY NETS,240,28,82,3,8,29,36,13,34,8,16,5,8,21
PHOENIX SUNS,240,34,70,6,15,19,27,5,24,20,10,5,17,28
PORTLAND TRAIL BLAZERS,240,34,79,4,11,26,31,13,31,16,10,3,17,24
LOS ANGELES CLIPPERS,240,32,78,1,8,17,26,16,22,15,8,3,15,28
SAN ANTONIO SPURS,240,37,72,5,12,24,34,13,31,21,9,6,14,19
WASHINGTON WIZARDS,240,30,77,2,11,23,32,12,30,20,9,9,16,24
TORONTO RAPTORS,240,31,83,4,9,21,26,14,31,22,10,11,15,22
