team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ATLANTA HAWKS,240,28,72,2,12,19,26,15,36,11,5,1,13,16
BOSTON CELTICS,240,30,83,3,15,7,10,15,25,16,5,4,9,21
DETROIT PISTONS,240,32,75,2,11,13,22,16,28,20,7,3,12,25
CHARLOTTE HORNETS,240,26,57,9,19,22,33,3,25,24,11,8,13,23
CLEVELAND CAVALIERS,240,31,70,2,9,25,30,9,37,19,4,3,10,28
CHICAGO BULLS,240,29,74,3,12,20,33,12,30,22,10,4,8,29
NEW JERSEY NETS,240,39,86,3,19,16,27,14,25,19,9,4,11,26
DENVER NUGGETS,240,42,77,10,14,26,31,10,35,25,6,5,16,24
VANCOUVER GRIZZLIES,240,31,77,1,7,22,29,12,21,15,9,0,14,20
HOUSTON ROCKETS,240,38,70,10,21,16,20,11,29,27,6,6,20,22
ORLANDO MAGIC,240,31,77,7,16,11,20,14,30,17,9,4,17,26
INDIANA PACERS,240,28,72,3,16,24,26,14,37,11,10,7,16,20
MIAMI HEAT,240,29,63,7,20,21,29,12,27,16,6,5,14,20
MILWAUKEE BUCKS,240,36,75,5,13,21,29,14,22,21,7,4,7,23
TORONTO RAPTORS,240,25,68,6,16,22,34,9,32,19,5,3,19,29
PHILADELPHIA 76ERS,240,33,78,2,8,28,38,15,28,23,11,3,14,27
MINNESOTA TIMBERWOLVES,240,30,80,3,14,16,19,14,25,17,8,7,17,18
SAN ANTONIO SPURS,240,40,79,1,5,14,24,14,33,24,10,5,15,24
PHOENIX SUNS,240,43,75,7,13,8,9,12,20,29,7,0,13,16
SEATTLE SUPERSONICS,240,38,64,7,16,11,13,3,16,24,11,2,12,13
NEW YORK KNICKS,265,35,87,6,20,13,16,19,31,23,6,2,18,23
WASHINGTON WIZARDS,265,38,83,4,13,15,28,15,26,23,7,6,10,18
