team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MILWAUKEE BUCKS,240,26,72,2,9,16,23,9,19,14,6,3,9,27
ATLANTA HAWKS,240,29,70,3,15,24,31,19,27,18,7,11,12,24
WASHINGTON WIZARDS,240,34,86,4,13,12,19,13,30,20,10,3,22,15
BOSTON CELTICS,240,45,84,9,18,14,18,9,38,29,12,9,18,16
NEW YORK KNICKS,240,32,65,2,5,16,16,6,33,21,5,3,19,24
MIAMI HEAT,240,29,74,6,15,16,22,8,23,16,10,2,11,19
INDIANA PACERS,240,34,70,7,20,23,30,13,17,10,3,2,16,24
NEW JERSEY NETS,240,47,78,4,8,22,26,14,23,27,10,3,10,22
ORLANDO MAGIC,240,34,73,4,14,14,22,7,26,26,12,2,22,26
PHILADELPHIA 76ERS,240,40,77,2,11,21,33,14,30,25,17,2,20,23
HOUSTON ROCKETS,240,26,74,6,26,13,20,9,26,17,10,6,13,19
PHOENIX SUNS,240,35,72,7,12,18,25,11,34,26,5,5,13,14
MINNESOTA TIMBERWOLVES,240,32,70,4,11,16,20,4,18,24,11,5,15,31
PORTLAND TRAIL BLAZERS,240,32,70,5,7,31,38,16,34,15,7,1,20,22
DETROIT PISTONS,240,32,70,2,7,25,32,16,22,19,10,4,17,28
TORONTO RAPTORS,240,29,70,4,22,21,25,11,21,20,10,11,17,30
SEATTLE SUPERSONICS,240,28,73,5,18,20,29,9,24,21,8,4,12,21
UTAH JAZZ,240,39,81,3,9,17,20,13,36,28,4,8,15,24
