team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHILADELPHIA 76ERS,240,32,85,2,9,14,23,15,32,13,13,4,10,19
BOSTON CELTICS,240,29,73,8,17,12,19,13,38,17,2,5,20,20
DETROIT PISTONS,240,33,79,1,11,18,23,13,27,20,11,1,10,27
CHARLOTTE HORNETS,240,30,65,1,8,27,38,11,29,22,5,6,12,21
DALLAS MAVERICKS,240,46,87,5,12,12,13,7,32,25,9,7,8,19
HOUSTON ROCKETS,240,36,84,5,22,18,24,15,27,24,4,7,11,14
MILWAUKEE BUCKS,265,38,84,3,16,21,34,15,35,20,10,3,17,28
INDIANA PACERS,265,42,86,6,16,18,29,8,33,28,9,5,13,25
CLEVELAND CAVALIERS,240,35,72,2,7,8,13,7,18,21,11,5,11,22
MIAMI HEAT,240,29,67,9,15,26,29,15,27,23,6,6,18,16
CHICAGO BULLS,240,30,78,4,10,23,29,10,28,12,9,5,14,18
NEW JERSEY NETS,240,35,80,6,18,23,23,14,33,19,10,2,16,26
UTAH JAZZ,240,28,71,4,12,22,29,11,26,16,8,1,14,17
PHOENIX SUNS,240,38,75,3,9,12,15,9,32,32,8,6,12,23
LOS ANGELES LAKERS,240,30,75,7,20,15,21,10,22,12,4,3,14,24
PORTLAND TRAIL BLAZERS,240,33,77,4,11,18,24,18,31,20,8,5,14,25
GOLDEN STATE WARRIORS,240,41,98,4,12,8,11,13,36,20,5,1,9,31
SACRAMENTO KINGS,240,34,90,4,16,31,43,20,38,17,7,6,9,16
MINNESOTA TIMBERWOLVES,240,41,93,5,16,18,20,10,22,22,8,4,9,27
SEATTLE SUPERSONICS,240,39,73,7,22,34,41,10,36,25,7,2,17,19
LOS ANGELES CLIPPERS,240,37,81,3,15,17,26,17,23,17,10,7,13,24
VANCOUVER GRIZZLIES,240,36,68,4,9,21,27,11,24,21,7,14,15,19
TORONTO RAPTORS,240,36,69,11,19,24,32,7,30,29,12,2,12,17
WASHINGTON WIZARDS,240,38,85,3,8,12,19,16,27,18,7,3,15,24
