team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ORLANDO MAGIC,240,30,79,4,17,15,28,16,25,16,8,4,11,26
ATLANTA HAWKS,240,34,71,9,17,14,24,8,33,14,7,8,14,24
MIAMI HEAT,240,32,75,4,15,13,17,10,40,17,3,5,17,14
BOSTON CELTICS,240,33,85,3,18,13,16,10,25,15,6,4,6,17
NEW YORK KNICKS,240,26,68,2,9,17,25,7,35,13,6,4,16,21
DETROIT PISTONS,240,32,77,3,10,13,20,11,31,15,10,6,13,25
LOS ANGELES CLIPPERS,240,34,85,2,13,16,19,24,23,17,12,10,11,17
GOLDEN STATE WARRIORS,240,35,80,2,10,11,16,22,26,25,5,2,19,20
CHARLOTTE HORNETS,240,29,67,8,21,29,40,11,29,20,11,6,18,22
MILWAUKEE BUCKS,240,36,75,2,9,20,29,9,32,18,16,7,15,29
VANCOUVER GRIZZLIES,240,31,76,2,12,11,19,12,26,24,5,7,16,19
MINNESOTA TIMBERWOLVES,240,31,72,4,6,23,30,12,31,27,6,3,13,23
INDIANA PACERS,240,31,76,9,21,12,15,8,39,23,9,4,15,26
PHILADELPHIA 76ERS,240,33,76,4,7,23,31,10,32,22,8,3,10,16
DALLAS MAVERICKS,240,33,71,2,8,17,25,11,29,18,9,2,17,19
PHOENIX SUNS,240,36,73,4,17,16,21,6,25,30,7,2,16,20
PORTLAND TRAIL BLAZERS,240,24,73,5,10,27,35,15,31,13,10,3,14,31
SAN ANTONIO SPURS,240,27,69,1,3,26,37,12,30,18,4,7,14,23
NEW JERSEY NETS,240,45,88,9,23,22,26,15,33,25,12,6,15,24
SEATTLE SUPERSONICS,240,32,79,7,19,20,30,9,26,20,9,6,17,19
CLEVELAND CAVALIERS,265,31,76,5,10,24,30,9,24,24,15,3,15,25
TORONTO RAPTORS,265,35,79,4,14,16,21,11,32,28,10,13,19,28
CHICAGO BULLS,240,29,86,1,6,11,19,14,36,19,8,1,14,19
WASHINGTON WIZARDS,240,37,83,2,10,11,15,6,45,21,9,4,14,16
