team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHICAGO BULLS,240,31,79,3,9,16,24,9,27,21,11,1,7,15
BOSTON CELTICS,240,40,74,1,11,6,10,6,38,28,5,4,16,21
SEATTLE SUPERSONICS,240,37,77,8,18,31,43,14,27,19,6,0,12,26
LOS ANGELES LAKERS,240,43,86,5,13,18,27,14,23,23,9,3,10,33
MILWAUKEE BUCKS,240,37,73,3,7,15,22,8,22,23,12,0,12,21
MIAMI HEAT,240,34,62,6,17,21,26,7,25,23,6,6,16,18
DETROIT PISTONS,240,31,77,4,20,13,15,13,24,18,4,3,13,23
MINNESOTA TIMBERWOLVES,240,33,71,2,5,20,27,15,26,22,7,2,11,17
NEW YORK KNICKS,240,37,78,5,11,14,20,14,34,21,10,10,17,23
NEW JERSEY NETS,240,26,78,7,17,19,24,12,27,18,12,7,17,20
LOS ANGELES CLIPPERS,240,30,68,1,6,28,38,12,31,16,8,5,12,21
PORTLAND TRAIL BLAZERS,240,31,77,2,11,19,21,11,28,18,3,9,15,28
HOUSTON ROCKETS,240,28,68,7,17,13,23,3,32,16,3,6,15,26
UTAH JAZZ,240,29,80,2,10,25,27,15,34,18,10,9,11,22
SACRAMENTO KINGS,240,38,81,7,20,8,12,9,26,26,10,1,16,17
VANCOUVER GRIZZLIES,240,34,73,3,11,17,22,11,29,21,12,3,18,16
PHILADELPHIA 76ERS,240,37,78,0,4,24,31,7,21,20,8,6,9,25
WASHINGTON WIZARDS,240,38,73,5,8,24,32,14,29,19,5,4,16,22
