team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
LOS ANGELES CLIPPERS,240,34,86,9,21,7,10,20,16,17,5,4,12,21
DALLAS MAVERICKS,240,37,73,4,7,15,18,12,32,21,6,7,13,15
SEATTLE SUPERSONICS,240,40,86,3,10,27,37,16,27,22,2,4,11,28
DENVER NUGGETS,240,36,77,11,26,30,36,6,25,16,6,5,9,31
CHICAGO BULLS,240,33,75,3,11,6,11,10,25,20,6,2,17,21
DETROIT PISTONS,240,42,70,7,17,16,28,3,33,38,13,6,11,14
PHILADELPHIA 76ERS,240,33,77,1,6,21,28,15,25,18,9,4,14,23
MIAMI HEAT,240,31,71,6,16,16,23,11,25,17,6,7,17,22
ATLANTA HAWKS,240,30,75,1,10,24,30,12,28,9,8,6,13,11
NEW JERSEY NETS,240,39,87,5,13,7,10,18,28,18,8,8,13,26
CLEVELAND CAVALIERS,240,29,77,2,12,14,24,12,25,16,14,2,12,31
NEW YORK KNICKS,240,24,65,3,13,27,34,8,34,14,5,6,16,22
VANCOUVER GRIZZLIES,240,36,81,3,8,16,20,20,25,20,5,1,15,18
SAN ANTONIO SPURS,240,41,79,2,7,19,20,11,29,32,10,7,10,16
INDIANA PACERS,240,36,88,8,20,7,17,17,35,23,2,4,11,14
TORONTO RAPTORS,240,36,84,1,10,15,17,11,30,26,9,8,6,20
HOUSTON ROCKETS,240,32,71,6,14,17,19,8,28,12,8,8,15,16
UTAH JAZZ,240,37,83,4,8,10,11,12,27,22,9,8,13,20
