team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CLEVELAND CAVALIERS,240,35,76,3,11,16,18,10,29,20,5,3,15,20
BOSTON CELTICS,240,37,71,8,17,21,29,6,27,26,11,3,11,14
GOLDEN STATE WARRIORS,240,40,81,3,10,21,26,12,29,23,8,2,10,28
DENVER NUGGETS,240,31,70,7,19,27,34,9,26,22,4,5,13,25
CHARLOTTE HORNETS,240,32,66,6,13,22,34,10,35,26,7,5,18,22
DETROIT PISTONS,240,32,85,2,17,20,24,12,26,26,11,2,12,28
HOUSTON ROCKETS,240,31,70,7,19,26,31,11,29,22,11,8,19,22
MINNESOTA TIMBERWOLVES,240,35,82,2,7,18,21,13,22,28,9,4,13,18
PHOENIX SUNS,240,29,82,5,17,14,19,15,23,19,12,3,19,21
SAN ANTONIO SPURS,240,39,74,2,5,14,21,8,35,17,15,7,18,19
INDIANA PACERS,240,35,77,7,16,32,37,12,26,21,5,11,11,22
TORONTO RAPTORS,240,39,98,3,13,18,26,28,24,20,8,13,10,30
VANCOUVER GRIZZLIES,240,27,74,3,10,23,30,14,20,12,7,6,13,21
UTAH JAZZ,240,34,64,4,7,26,30,6,31,28,9,6,15,22
