team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ATLANTA HAWKS,240,29,66,1,5,18,24,11,36,20,5,8,22,21
CHARLOTTE HORNETS,240,24,70,5,13,18,24,7,23,17,12,8,15,19
INDIANA PACERS,240,31,75,10,17,16,19,9,28,22,3,4,7,20
DETROIT PISTONS,240,33,79,6,16,14,21,12,29,23,5,6,6,21
DENVER NUGGETS,240,37,76,6,21,24,28,8,28,17,3,1,15,25
LOS ANGELES LAKERS,240,45,89,7,13,20,26,14,29,33,10,0,8,24
DALLAS MAVERICKS,240,34,72,3,11,22,25,10,27,19,6,5,19,25
MINNESOTA TIMBERWOLVES,240,37,82,1,4,25,31,15,24,27,16,2,11,20
BOSTON CELTICS,240,42,87,11,17,4,8,15,17,28,15,6,13,30
ORLANDO MAGIC,240,37,75,4,12,28,34,14,26,25,9,5,20,13
GOLDEN STATE WARRIORS,240,31,89,2,8,22,32,22,32,15,6,5,11,29
SAN ANTONIO SPURS,240,30,72,1,6,32,47,13,33,12,4,17,11,23
