team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
BOSTON CELTICS,240,42,87,9,18,7,12,10,40,27,10,7,20,23
CHICAGO BULLS,240,26,81,2,10,17,24,10,30,18,8,7,18,20
GOLDEN STATE WARRIORS,240,28,71,3,15,25,32,14,32,19,8,5,19,26
DENVER NUGGETS,240,33,72,6,18,24,29,8,25,28,12,11,11,21
HOUSTON ROCKETS,265,38,85,6,27,19,26,14,29,23,12,8,15,23
LOS ANGELES CLIPPERS,265,41,86,4,10,20,29,16,29,18,9,2,17,19
CLEVELAND CAVALIERS,240,28,76,6,18,13,19,14,22,20,10,4,13,21
MILWAUKEE BUCKS,240,28,68,2,11,21,23,16,29,13,3,6,19,16
CHARLOTTE HORNETS,240,35,76,6,18,29,34,12,25,20,11,5,14,20
NEW YORK KNICKS,240,42,80,4,10,22,26,14,26,28,8,7,14,25
TORONTO RAPTORS,240,33,79,11,21,18,26,16,30,16,10,8,15,26
ORLANDO MAGIC,240,32,76,2,13,22,31,15,28,20,12,4,19,20
MINNESOTA TIMBERWOLVES,240,39,86,3,8,16,17,14,29,22,9,4,23,27
SACRAMENTO KINGS,240,35,92,7,27,28,35,20,29,19,17,2,13,19
PORTLAND TRAIL BLAZERS,240,29,72,3,13,24,27,12,24,17,7,5,18,33
UTAH JAZZ,240,29,63,3,10,35,41,7,27,20,10,4,15,27
SEATTLE SUPERSONICS,240,31,73,2,17,33,45,15,30,18,9,5,8,13
VANCOUVER GRIZZLIES,240,33,83,6,13,12,16,18,28,22,3,7,17,30
ATLANTA HAWKS,240,30,73,2,14,27,37,12,34,20,9,6,11,18
WASHINGTON WIZARDS,240,34,83,0,6,10,15,13,30,22,6,3,15,25
