team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW YORK KNICKS,240,32,68,5,11,22,26,10,31,22,8,12,16,26
CHARLOTTE HORNETS,240,28,76,9,20,19,24,12,25,22,8,6,16,22
MIAMI HEAT,240,33,63,5,12,19,30,7,38,25,6,9,18,22
CLEVELAND CAVALIERS,240,25,68,4,11,11,20,7,22,16,10,4,16,25
CHICAGO BULLS,240,32,73,4,9,25,30,10,24,19,8,2,7,20
DALLAS MAVERICKS,240,41,85,3,11,16,17,17,30,18,3,8,10,21
SACRAMENTO KINGS,240,34,87,5,19,16,23,13,24,17,7,5,11,28
GOLDEN STATE WARRIORS,240,45,89,3,10,21,29,17,35,30,5,5,11,20
LOS ANGELES LAKERS,240,33,74,4,12,10,12,9,27,20,10,4,18,16
HOUSTON ROCKETS,240,36,78,10,31,20,25,10,32,22,14,4,13,14
SAN ANTONIO SPURS,240,36,74,7,18,15,27,14,28,29,12,8,16,18
LOS ANGELES CLIPPERS,240,36,85,6,21,10,14,17,23,15,10,4,15,23
WASHINGTON WIZARDS,240,37,79,5,20,12,22,13,28,23,7,6,13,22
MILWAUKEE BUCKS,240,32,78,8,16,27,34,18,29,18,7,1,13,17
DENVER NUGGETS,240,25,81,2,13,25,30,22,26,13,5,6,11,13
PORTLAND TRAIL BLAZERS,240,37,84,6,16,13,16,17,33,27,6,8,9,24
PHOENIX SUNS,240,35,74,4,16,25,29,9,30,22,11,2,13,23
UTAH JAZZ,240,32,73,5,14,16,23,11,25,26,6,3,15,24
