team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
INDIANA PACERS,240,44,87,10,18,22,27,14,23,26,9,5,8,21
BOSTON CELTICS,240,40,87,7,17,17,28,18,30,23,4,3,13,18
MIAMI HEAT,240,29,58,9,16,27,31,9,27,21,8,15,15,18
CLEVELAND CAVALIERS,240,36,81,5,10,10,13,16,17,27,8,1,12,24
SEATTLE SUPERSONICS,240,47,92,9,23,10,13,15,30,25,3,1,13,19
HOUSTON ROCKETS,240,46,83,13,27,15,18,8,29,32,5,4,12,13
SACRAMENTO KINGS,240,42,87,2,17,16,22,15,27,27,4,3,14,21
LOS ANGELES CLIPPERS,240,42,92,2,11,12,18,14,27,18,10,4,15,25
VANCOUVER GRIZZLIES,240,38,80,5,10,21,32,11,26,23,2,5,15,28
LOS ANGELES LAKERS,240,46,86,5,13,20,29,13,25,30,7,3,8,25
CHARLOTTE HORNETS,240,46,78,11,21,17,22,8,33,26,10,11,18,19
NEW JERSEY NETS,240,40,92,11,20,22,27,20,24,23,14,2,13,17
NEW YORK KNICKS,240,23,67,3,10,18,29,11,29,16,12,3,18,23
PHILADELPHIA 76ERS,240,25,64,2,5,20,28,10,36,19,11,8,18,24
ORLANDO MAGIC,240,26,80,2,16,18,27,17,27,17,8,10,13,17
TORONTO RAPTORS,240,35,85,4,13,16,19,18,31,23,7,8,13,23
