team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CLEVELAND CAVALIERS,290,46,103,11,23,20,26,16,42,24,7,7,16,25
ATLANTA HAWKS,290,45,110,9,24,29,35,18,38,24,8,9,14,20
DETROIT PISTONS,240,47,91,6,18,24,26,9,26,28,10,2,5,25
CHICAGO BULLS,240,40,77,3,11,23,27,7,31,24,4,6,17,24
PHOENIX SUNS,240,35,78,10,16,14,21,11,23,23,8,9,14,23
DENVER NUGGETS,240,36,74,7,15,19,25,11,28,24,10,7,13,21
UTAH JAZZ,240,35,86,3,6,36,44,20,29,22,11,7,11,15
GOLDEN STATE WARRIORS,240,39,82,10,18,13,21,13,34,29,7,7,21,32
MINNESOTA TIMBERWOLVES,240,38,74,4,7,21,23,8,27,23,6,2,11,22
LOS ANGELES CLIPPERS,240,37,67,4,10,20,28,6,22,26,2,7,13,24
SAN ANTONIO SPURS,240,47,81,3,9,16,20,12,30,37,9,4,11,21
MEMPHIS GRIZZLIES,240,36,78,5,14,15,17,12,21,20,5,4,12,17
DALLAS MAVERICKS,240,47,88,6,17,16,19,11,32,23,8,7,10,20
SEATTLE SUPERSONICS,240,34,83,6,11,25,29,14,27,25,8,4,10,16
