team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PORTLAND TRAIL BLAZERS,240,36,84,3,17,21,25,11,32,17,6,5,9,23
DALLAS MAVERICKS,240,36,79,11,31,25,31,8,35,17,5,5,9,22
UTAH JAZZ,240,25,78,3,9,29,38,15,23,16,10,3,13,23
LOS ANGELES LAKERS,240,42,76,5,13,23,26,7,40,29,8,11,14,28
DENVER NUGGETS,240,36,87,1,11,13,16,19,29,20,8,8,17,23
MEMPHIS GRIZZLIES,240,36,76,4,15,21,28,9,31,23,9,16,15,14
HOUSTON ROCKETS,290,45,98,5,16,22,30,11,30,12,11,3,9,20
MIAMI HEAT,290,47,89,7,13,19,25,12,35,29,6,3,16,27
PHILADELPHIA 76ERS,240,33,72,2,2,24,39,14,23,20,5,3,8,24
MILWAUKEE BUCKS,240,33,72,4,16,20,27,9,25,19,2,6,9,29
WASHINGTON WIZARDS,240,30,71,5,8,23,34,11,27,11,9,8,18,24
NEW JERSEY NETS,240,38,82,4,14,21,27,15,26,32,12,4,14,27
ORLANDO MAGIC,240,42,75,12,26,12,15,5,33,29,11,3,17,21
NEW YORK KNICKS,240,39,82,5,16,14,14,6,26,27,9,1,13,16
SEATTLE SUPERSONICS,240,35,78,7,15,15,17,10,23,23,11,2,14,14
PHOENIX SUNS,240,39,77,6,15,15,18,11,27,29,7,11,16,20
MINNESOTA TIMBERWOLVES,240,42,87,2,10,17,21,13,29,16,6,9,14,19
SACRAMENTO KINGS,240,50,89,5,10,17,25,13,30,29,10,3,10,18
CHARLOTTE HORNETS,240,30,73,1,13,19,29,14,21,14,7,6,13,16
TORONTO RAPTORS,240,36,79,3,11,9,11,14,25,25,8,5,16,23
