team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ORLANDO MAGIC,240,39,84,4,10,20,31,8,31,20,11,5,13,22
ATLANTA HAWKS,240,39,87,3,16,14,25,15,39,20,8,3,21,28
INDIANA PACERS,240,32,75,3,9,32,43,12,27,23,11,4,11,24
CLEVELAND CAVALIERS,240,33,76,4,10,25,34,10,28,23,6,8,11,28
UTAH JAZZ,240,34,80,2,9,17,19,13,31,19,9,11,22,29
DALLAS MAVERICKS,240,32,79,4,12,28,32,12,29,19,13,9,15,19
HOUSTON ROCKETS,240,26,85,3,11,15,22,15,31,17,1,8,15,13
DENVER NUGGETS,240,44,90,2,7,11,14,12,38,31,11,9,6,18
MEMPHIS GRIZZLIES,240,37,84,3,16,7,7,10,31,21,4,4,12,14
LOS ANGELES CLIPPERS,240,38,81,7,20,9,15,10,29,26,9,7,9,13
CHARLOTTE HORNETS,240,30,81,2,13,26,33,18,32,13,3,4,12,23
MIAMI HEAT,240,31,81,2,8,17,25,12,34,12,8,7,8,23
TORONTO RAPTORS,240,34,83,4,10,17,17,12,21,20,6,3,11,23
MILWAUKEE BUCKS,240,42,77,5,16,16,22,12,30,19,8,7,12,17
DETROIT PISTONS,240,38,83,10,21,17,21,10,29,23,9,10,13,17
NEW JERSEY NETS,240,41,86,6,13,10,12,9,32,24,9,8,16,23
GOLDEN STATE WARRIORS,240,44,92,5,15,13,16,8,27,20,9,6,11,22
SACRAMENTO KINGS,240,49,91,3,13,19,25,13,39,31,5,2,16,14
PHOENIX SUNS,240,31,82,5,12,4,10,16,31,18,3,3,20,15
SAN ANTONIO SPURS,240,41,77,3,7,10,14,6,30,26,12,7,9,9
NEW YORK KNICKS,240,43,84,10,17,16,19,8,24,32,5,5,9,24
WASHINGTON WIZARDS,240,44,88,4,12,24,33,17,31,28,5,4,10,21
