team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MIAMI HEAT,240,26,87,5,21,8,13,19,32,19,5,5,13,19
BOSTON CELTICS,240,28,72,3,13,11,13,7,38,18,8,5,15,20
ATLANTA HAWKS,240,34,70,7,15,26,28,6,24,23,10,4,15,18
CHARLOTTE HORNETS,240,37,85,4,13,17,24,17,24,21,9,5,16,22
MILWAUKEE BUCKS,240,30,81,7,23,14,20,9,19,22,7,7,17,19
CLEVELAND CAVALIERS,240,42,80,5,10,17,24,13,36,29,9,6,22,28
CHICAGO BULLS,240,40,86,2,4,20,24,11,33,16,10,6,12,23
DETROIT PISTONS,240,37,75,10,18,17,19,6,29,24,6,9,16,21
SACRAMENTO KINGS,240,46,86,4,11,22,24,9,33,30,10,5,15,23
GOLDEN STATE WARRIORS,240,46,103,6,18,18,29,24,28,26,13,4,17,21
TORONTO RAPTORS,240,31,73,3,13,17,22,11,21,17,8,8,18,27
INDIANA PACERS,240,35,74,3,12,25,30,14,27,21,9,7,15,25
DENVER NUGGETS,240,30,73,2,13,17,24,11,24,19,8,4,17,24
SAN ANTONIO SPURS,240,32,70,3,12,20,33,15,26,17,10,5,15,22
PHILADELPHIA 76ERS,240,28,75,4,8,17,23,9,27,17,7,8,12,25
WASHINGTON WIZARDS,240,32,75,3,8,23,32,16,32,18,6,12,12,24
