team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MILWAUKEE BUCKS,240,38,87,7,27,9,14,13,34,21,7,6,13,19
ATLANTA HAWKS,240,37,83,12,22,14,20,10,34,21,5,3,12,19
PHOENIX SUNS,240,40,83,4,15,12,19,10,26,29,8,7,16,25
CLEVELAND CAVALIERS,240,38,82,3,9,22,30,14,31,29,9,9,15,15
UTAH JAZZ,240,34,70,1,7,21,25,9,28,27,8,6,27,28
DENVER NUGGETS,240,35,72,5,9,23,33,10,22,21,15,10,22,27
PORTLAND TRAIL BLAZERS,240,36,85,4,13,15,25,18,23,25,7,2,10,15
GOLDEN STATE WARRIORS,240,46,85,10,20,5,9,12,30,23,8,6,13,22
SEATTLE SUPERSONICS,240,44,93,4,13,6,11,17,21,29,12,5,10,26
HOUSTON ROCKETS,240,33,70,3,10,31,37,15,29,14,1,8,16,13
BOSTON CELTICS,240,28,66,12,27,37,42,7,30,21,12,10,12,25
INDIANA PACERS,240,37,80,5,18,15,24,12,30,24,6,6,17,28
SACRAMENTO KINGS,240,47,93,4,15,9,16,13,42,26,11,4,14,20
MEMPHIS GRIZZLIES,240,32,84,5,15,14,25,13,36,21,11,2,16,16
DETROIT PISTONS,240,34,72,7,18,15,24,7,35,18,7,8,16,26
MIAMI HEAT,240,33,78,2,8,19,26,7,33,18,12,3,9,22
CHARLOTTE HORNETS,240,32,81,6,15,15,21,11,28,24,10,4,11,16
NEW YORK KNICKS,240,33,83,8,17,17,19,18,30,17,5,4,16,20
LOS ANGELES LAKERS,240,42,82,10,18,19,23,11,34,28,7,4,14,17
WASHINGTON WIZARDS,240,37,82,3,12,16,22,9,26,20,10,4,13,24
