team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SACRAMENTO KINGS,240,37,84,5,17,25,31,15,34,21,9,4,8,15
BOSTON CELTICS,240,35,91,4,20,7,9,14,33,20,5,1,15,23
ATLANTA HAWKS,240,29,79,2,5,25,35,16,38,18,4,3,15,22
CHICAGO BULLS,240,28,81,1,13,17,20,10,32,17,9,6,12,30
MINNESOTA TIMBERWOLVES,240,38,82,4,8,19,22,12,41,20,6,6,16,27
DETROIT PISTONS,240,32,87,4,9,22,37,18,27,14,9,6,14,21
CLEVELAND CAVALIERS,240,40,85,2,12,21,30,16,29,21,10,2,13,27
INDIANA PACERS,240,28,70,8,22,31,37,12,27,18,7,11,20,25
VANCOUVER GRIZZLIES,240,32,80,2,8,10,18,8,28,17,6,2,14,14
LOS ANGELES LAKERS,240,41,93,6,14,10,12,19,39,25,6,10,13,19
TORONTO RAPTORS,240,37,82,5,14,18,21,10,32,17,5,2,13,24
MILWAUKEE BUCKS,240,38,84,6,15,22,25,12,26,17,6,5,10,22
UTAH JAZZ,240,34,69,6,11,15,21,10,29,23,11,3,18,16
NEW YORK KNICKS,240,25,64,1,12,7,12,10,21,12,7,5,25,23
DALLAS MAVERICKS,240,44,95,10,24,14,17,13,29,24,8,3,9,24
PHILADELPHIA 76ERS,240,33,77,5,17,23,27,12,34,16,6,7,17,19
LOS ANGELES CLIPPERS,240,31,67,10,14,26,30,16,32,20,8,3,23,23
PHOENIX SUNS,240,33,92,4,19,18,23,25,21,17,14,7,15,26
ORLANDO MAGIC,240,34,78,6,13,22,32,10,23,23,12,4,12,24
PORTLAND TRAIL BLAZERS,240,41,79,2,11,22,29,15,36,27,5,1,20,25
MIAMI HEAT,240,28,76,6,20,19,23,11,26,18,4,3,17,18
SEATTLE SUPERSONICS,240,39,77,7,13,14,20,10,31,22,10,7,16,26
CHARLOTTE HORNETS,240,39,81,6,10,19,26,8,31,32,10,5,14,28
WASHINGTON WIZARDS,240,35,82,4,10,15,20,11,29,24,6,4,17,23
