team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SAN ANTONIO SPURS,240,36,68,3,11,29,36,6,26,31,5,6,14,22
CHICAGO BULLS,240,42,78,4,8,17,22,6,23,31,8,2,13,30
MILWAUKEE BUCKS,240,39,84,6,14,23,29,13,31,23,13,4,13,24
CLEVELAND CAVALIERS,240,30,71,3,12,26,34,11,29,20,7,7,20,25
LOS ANGELES CLIPPERS,240,37,87,3,13,19,31,17,28,24,10,6,13,19
DALLAS MAVERICKS,240,39,76,6,12,21,25,10,37,23,7,7,16,27
TORONTO RAPTORS,240,39,90,3,9,13,15,14,34,29,6,4,7,22
DENVER NUGGETS,240,37,88,5,15,14,18,12,34,26,5,8,9,17
ATLANTA HAWKS,240,31,75,2,9,17,21,14,36,19,6,2,18,23
MINNESOTA TIMBERWOLVES,240,31,77,1,8,25,29,9,26,25,10,5,9,18
BOSTON CELTICS,240,37,71,9,18,29,35,10,21,27,10,5,18,25
NEW JERSEY NETS,240,42,81,5,9,22,27,10,20,33,9,7,11,23
DETROIT PISTONS,240,33,81,6,15,24,42,15,33,16,7,10,16,25
ORLANDO MAGIC,240,40,91,5,12,17,25,13,33,25,7,10,15,32
LOS ANGELES LAKERS,240,41,83,10,19,23,32,6,44,17,12,5,12,21
PHOENIX SUNS,240,29,95,4,19,16,25,19,40,14,10,5,16,21
CHARLOTTE HORNETS,240,33,82,3,15,18,20,14,36,23,8,6,14,20
SACRAMENTO KINGS,240,35,82,5,14,16,24,11,32,21,9,6,13,19
PORTLAND TRAIL BLAZERS,265,36,79,7,22,24,29,11,27,20,10,5,18,35
UTAH JAZZ,265,36,70,8,15,22,36,10,28,27,7,4,19,33
