team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DENVER NUGGETS,265,34,88,6,20,28,35,12,47,22,5,5,18,33
BOSTON CELTICS,265,34,90,6,18,30,41,13,37,21,11,6,17,33
DETROIT PISTONS,240,37,88,3,9,11,17,6,33,20,7,1,12,14
LOS ANGELES LAKERS,240,47,90,6,15,12,19,12,43,36,5,5,12,19
DALLAS MAVERICKS,240,37,70,5,17,20,25,6,38,20,9,7,16,20
NEW JERSEY NETS,240,24,73,3,7,22,27,8,25,14,8,4,15,25
MIAMI HEAT,240,38,82,7,16,14,21,16,27,18,6,3,22,30
SACRAMENTO KINGS,240,33,82,7,17,28,31,13,28,19,14,8,15,26
PHOENIX SUNS,240,34,80,10,21,17,23,13,30,20,7,5,9,27
TORONTO RAPTORS,240,31,81,2,13,23,34,15,31,21,5,5,12,20
