team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ATLANTA HAWKS,240,38,87,3,14,11,15,13,24,24,8,7,14,21
CLEVELAND CAVALIERS,240,36,74,0,4,25,30,11,29,19,8,11,15,19
CHARLOTTE HORNETS,265,35,83,6,12,20,23,15,35,23,9,7,21,24
INDIANA PACERS,265,39,86,0,12,21,25,11,28,19,13,10,12,17
WASHINGTON WIZARDS,240,30,80,2,6,29,35,12,31,24,6,3,17,27
MILWAUKEE BUCKS,240,34,80,6,16,25,27,8,32,23,10,5,13,32
LOS ANGELES CLIPPERS,240,28,77,1,10,16,23,12,40,11,6,4,16,27
MINNESOTA TIMBERWOLVES,240,31,82,0,9,23,29,12,37,21,8,9,8,18
DENVER NUGGETS,240,32,81,6,20,18,25,15,29,17,7,4,8,20
NEW YORK KNICKS,240,37,82,5,10,17,20,12,36,22,3,1,12,23
DETROIT PISTONS,240,28,77,5,9,22,32,10,25,14,7,1,25,29
PORTLAND TRAIL BLAZERS,240,38,82,6,16,32,36,10,35,25,17,3,17,32
CHICAGO BULLS,240,34,80,4,8,9,16,8,24,18,9,1,13,25
SAN ANTONIO SPURS,240,37,71,10,18,21,31,12,37,26,6,9,17,17
HOUSTON ROCKETS,240,39,85,11,23,22,29,8,24,24,6,6,9,26
SEATTLE SUPERSONICS,240,44,80,1,8,15,21,11,33,24,3,6,15,26
GOLDEN STATE WARRIORS,240,45,90,5,18,19,26,16,20,24,10,3,16,30
UTAH JAZZ,240,44,81,3,8,34,44,16,26,31,9,8,15,23
PHILADELPHIA 76ERS,240,34,79,1,12,14,19,10,30,16,11,5,16,21
VANCOUVER GRIZZLIES,240,25,73,5,11,24,26,10,33,22,7,5,18,19
