team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CLEVELAND CAVALIERS,265,40,89,2,5,28,40,17,34,21,7,3,19,30
CHARLOTTE HORNETS,265,38,84,4,9,35,38,10,31,32,13,6,13,31
SEATTLE SUPERSONICS,240,37,81,3,12,16,19,8,40,18,5,2,20,27
DALLAS MAVERICKS,240,41,81,10,22,22,33,5,34,30,12,7,10,23
LOS ANGELES CLIPPERS,240,45,92,3,12,15,21,16,28,29,7,10,10,27
DENVER NUGGETS,240,44,93,6,17,15,23,18,29,32,5,7,13,18
BOSTON CELTICS,240,33,85,4,21,26,31,10,24,18,12,1,16,30
DETROIT PISTONS,240,36,68,5,9,24,33,8,37,22,3,8,29,31
ORLANDO MAGIC,240,29,88,4,17,15,20,15,33,18,7,1,17,19
MILWAUKEE BUCKS,240,32,73,7,18,18,25,6,40,21,7,10,16,16
TORONTO RAPTORS,240,41,90,5,10,10,17,11,30,33,6,3,10,19
MINNESOTA TIMBERWOLVES,240,40,79,2,9,18,22,6,35,29,8,7,12,15
ATLANTA HAWKS,240,27,79,2,9,25,28,18,40,18,3,6,17,19
NEW JERSEY NETS,240,27,88,6,16,16,21,15,30,20,10,6,10,25
HOUSTON ROCKETS,240,38,87,3,10,16,28,16,29,15,8,3,12,25
SAN ANTONIO SPURS,240,38,79,7,14,20,27,13,32,19,8,7,10,17
PHILADELPHIA 76ERS,240,35,67,5,12,22,27,9,27,19,9,6,16,21
UTAH JAZZ,240,35,77,9,18,12,16,8,21,28,10,11,14,26
PHOENIX SUNS,240,38,75,3,12,18,24,4,24,25,12,3,16,24
VANCOUVER GRIZZLIES,240,37,73,1,7,20,22,7,31,17,6,4,18,20
