team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW JERSEY NETS,240,35,80,3,10,16,24,9,26,15,12,9,8,18
ATLANTA HAWKS,240,35,80,5,11,8,9,13,33,17,6,5,20,20
BOSTON CELTICS,240,33,77,4,18,17,24,10,24,20,12,2,16,22
CHARLOTTE HORNETS,240,38,70,6,11,17,24,7,34,33,7,6,17,21
PHILADELPHIA 76ERS,240,37,70,6,13,19,27,10,32,19,7,3,16,24
CHICAGO BULLS,240,37,83,3,12,14,24,17,19,30,10,3,10,28
UTAH JAZZ,240,33,81,4,9,22,28,8,30,19,5,5,13,26
CLEVELAND CAVALIERS,240,34,76,5,16,26,31,8,34,21,9,6,18,23
MIAMI HEAT,240,31,71,5,19,26,34,10,31,26,12,1,15,22
GOLDEN STATE WARRIORS,240,35,76,0,13,15,19,9,28,19,11,3,19,26
DENVER NUGGETS,240,41,85,6,15,14,21,14,30,21,9,2,10,20
HOUSTON ROCKETS,240,39,93,7,22,15,18,19,29,17,5,4,13,17
INDIANA PACERS,265,42,85,3,8,23,33,11,28,29,4,5,15,31
MINNESOTA TIMBERWOLVES,265,38,82,2,8,35,39,9,32,31,6,4,14,29
PHOENIX SUNS,240,28,90,3,16,23,26,13,32,14,6,5,13,31
SAN ANTONIO SPURS,240,30,64,2,8,28,36,6,38,16,5,14,22,28
