team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
INDIANA PACERS,240,29,72,9,20,21,25,9,29,19,6,2,14,23
CHARLOTTE HORNETS,240,35,74,4,12,17,29,13,31,25,8,5,11,22
CLEVELAND CAVALIERS,240,37,76,1,6,17,22,14,23,22,10,6,18,25
CHICAGO BULLS,240,33,76,1,7,21,27,15,20,22,12,9,17,20
NEW YORK KNICKS,240,31,82,3,14,20,27,13,22,18,7,4,6,20
DALLAS MAVERICKS,240,40,73,7,18,7,8,8,38,17,2,4,16,26
LOS ANGELES LAKERS,265,50,92,5,16,17,21,16,27,33,10,9,20,27
GOLDEN STATE WARRIORS,265,49,94,6,12,21,30,14,23,34,12,7,18,25
DENVER NUGGETS,240,30,81,2,9,16,21,12,29,13,11,5,17,20
MIAMI HEAT,240,40,86,3,10,12,18,13,35,26,9,3,16,19
MILWAUKEE BUCKS,240,41,78,8,20,19,24,13,32,31,8,3,19,21
NEW JERSEY NETS,240,30,75,5,11,22,32,11,21,26,8,6,12,18
TORONTO RAPTORS,240,33,75,3,10,19,29,10,30,25,7,2,11,24
PORTLAND TRAIL BLAZERS,240,40,84,3,10,12,16,13,30,25,9,5,10,22
DETROIT PISTONS,240,40,80,6,20,26,33,13,31,24,8,2,15,28
SEATTLE SUPERSONICS,240,37,87,4,17,21,26,11,25,20,8,3,14,26
LOS ANGELES CLIPPERS,240,34,86,8,18,17,26,17,31,16,8,9,15,25
WASHINGTON WIZARDS,240,32,73,2,8,22,27,11,34,21,7,4,21,28
