team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
INDIANA PACERS,240,38,79,5,14,23,28,12,30,24,13,5,13,14
BOSTON CELTICS,240,35,78,10,19,11,15,12,30,25,7,4,21,27
LOS ANGELES CLIPPERS,240,32,68,5,10,18,22,8,25,19,7,6,19,24
CHARLOTTE HORNETS,240,36,71,2,7,18,24,6,23,33,11,6,10,22
CHICAGO BULLS,240,34,77,6,13,12,19,12,28,17,9,8,20,26
DALLAS MAVERICKS,240,43,87,3,10,16,25,15,31,23,8,7,13,21
TORONTO RAPTORS,240,42,88,3,9,21,25,23,29,28,7,2,21,22
GOLDEN STATE WARRIORS,240,36,87,3,11,17,27,18,18,23,6,4,20,25
SEATTLE SUPERSONICS,240,39,76,4,12,21,34,11,39,22,4,9,13,19
LOS ANGELES LAKERS,240,42,100,6,20,5,18,21,31,21,5,11,8,27
ATLANTA HAWKS,240,28,70,4,9,16,25,16,36,13,4,5,21,26
MIAMI HEAT,240,27,72,3,12,23,28,7,25,17,15,4,9,21
PHOENIX SUNS,240,29,71,4,14,22,26,8,27,19,8,4,12,21
NEW JERSEY NETS,240,35,73,0,5,16,22,8,29,16,8,5,11,24
PHILADELPHIA 76ERS,240,40,76,2,6,25,35,9,33,26,12,4,14,17
PORTLAND TRAIL BLAZERS,240,39,81,3,10,13,18,7,28,28,12,7,15,24
HOUSTON ROCKETS,240,34,76,2,13,28,36,10,27,20,12,9,15,20
SACRAMENTO KINGS,240,40,84,8,17,23,26,13,31,24,8,6,15,26
