team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHOENIX SUNS,240,32,72,8,16,14,22,9,35,26,5,2,15,18
CHICAGO BULLS,240,34,79,2,11,10,17,10,30,16,10,4,14,23
ORLANDO MAGIC,240,34,85,3,13,9,17,19,26,20,4,11,10,21
LOS ANGELES CLIPPERS,240,35,81,4,16,18,24,13,28,20,7,10,12,19
MINNESOTA TIMBERWOLVES,265,40,95,3,7,13,18,14,35,28,11,7,14,28
PHILADELPHIA 76ERS,265,32,80,4,13,23,30,11,38,19,6,4,19,18
SAN ANTONIO SPURS,240,26,61,4,10,35,40,10,34,14,7,10,21,30
UTAH JAZZ,240,30,79,2,14,21,34,15,21,16,11,8,13,34
HOUSTON ROCKETS,240,33,81,6,23,10,14,12,39,17,3,9,14,12
VANCOUVER GRIZZLIES,240,30,80,3,12,12,15,9,29,18,5,5,8,14
