team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CLEVELAND CAVALIERS,240,32,76,4,7,18,27,10,29,27,8,7,8,21
CHICAGO BULLS,240,31,81,6,19,13,18,13,30,22,5,5,12,21
CHARLOTTE HORNETS,240,35,71,1,8,27,36,5,39,23,2,3,12,25
DETROIT PISTONS,240,35,91,3,16,18,24,16,30,17,6,1,11,29
NEW YORK KNICKS,240,43,82,7,13,17,20,18,39,27,2,4,19,26
SEATTLE SUPERSONICS,240,34,81,7,26,20,32,11,19,24,13,6,9,23
PHILADELPHIA 76ERS,240,32,77,3,9,17,25,12,22,20,6,7,14,19
UTAH JAZZ,240,39,78,3,11,17,17,9,35,27,9,7,14,23
LOS ANGELES LAKERS,240,45,90,6,13,12,19,16,21,27,9,5,8,21
VANCOUVER GRIZZLIES,240,40,74,5,14,14,19,11,27,27,5,5,16,20
DENVER NUGGETS,240,32,66,7,16,30,36,7,38,20,5,5,21,25
WASHINGTON WIZARDS,240,33,91,6,21,21,24,14,27,22,10,2,10,31
