team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
VANCOUVER GRIZZLIES,240,37,76,1,11,11,17,8,22,11,9,2,12,23
ATLANTA HAWKS,240,39,73,0,6,13,18,8,29,22,4,7,17,22
PHOENIX SUNS,240,36,81,4,18,23,35,10,37,22,7,2,16,34
DALLAS MAVERICKS,240,33,79,6,16,32,43,9,39,16,10,10,14,28
PORTLAND TRAIL BLAZERS,240,35,73,7,18,22,28,11,30,19,7,2,12,26
DETROIT PISTONS,240,34,71,6,18,20,26,10,26,19,4,3,14,31
MINNESOTA TIMBERWOLVES,240,42,87,3,6,13,14,12,32,32,4,5,5,25
HOUSTON ROCKETS,240,29,78,5,19,23,35,15,32,21,2,5,14,14
DENVER NUGGETS,240,34,67,4,15,35,40,7,29,24,4,4,20,35
ORLANDO MAGIC,240,37,82,2,14,34,47,16,24,18,13,2,14,33
