team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SAN ANTONIO SPURS,240,43,84,5,13,14,19,10,31,20,9,5,8,15
ATLANTA HAWKS,240,33,76,2,3,11,13,5,30,22,6,4,15,15
MINNESOTA TIMBERWOLVES,240,43,83,5,12,9,12,13,30,23,9,9,13,21
DALLAS MAVERICKS,240,32,73,2,7,13,20,13,21,10,6,4,15,19
LOS ANGELES LAKERS,240,40,83,6,14,23,27,14,35,24,9,3,15,26
GOLDEN STATE WARRIORS,240,35,82,0,6,22,37,15,31,22,8,7,15,22
PORTLAND TRAIL BLAZERS,265,41,85,5,14,32,40,9,32,19,5,7,10,37
INDIANA PACERS,265,41,86,9,25,36,46,13,35,23,5,3,11,31
HOUSTON ROCKETS,240,31,65,5,16,15,22,8,22,18,9,3,14,18
UTAH JAZZ,240,41,72,8,14,11,15,6,30,31,9,5,13,21
