team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MIAMI HEAT,265,33,89,8,22,18,30,14,34,22,7,5,13,39
CLEVELAND CAVALIERS,265,27,76,5,15,31,41,12,37,24,4,9,18,28
BOSTON CELTICS,240,40,81,8,17,16,21,14,33,17,6,6,16,26
DALLAS MAVERICKS,240,38,87,7,22,16,21,11,29,22,7,3,10,19
CHARLOTTE HORNETS,240,36,85,4,7,23,29,7,29,16,7,5,6,22
INDIANA PACERS,240,42,79,5,11,24,29,6,39,19,4,8,12,23
SACRAMENTO KINGS,240,39,84,5,23,21,27,7,27,21,11,4,10,21
LOS ANGELES CLIPPERS,240,34,77,3,12,12,19,11,37,16,7,4,25,27
MILWAUKEE BUCKS,265,37,87,3,17,13,19,17,30,22,7,4,21,26
NEW JERSEY NETS,265,34,84,6,19,18,23,16,31,21,11,2,19,27
DENVER NUGGETS,240,30,81,2,11,20,26,9,30,20,7,9,17,30
SAN ANTONIO SPURS,240,31,79,5,11,35,40,14,39,19,9,5,15,30
PORTLAND TRAIL BLAZERS,240,38,78,2,10,19,21,12,29,27,3,5,17,24
SEATTLE SUPERSONICS,240,38,81,6,19,14,23,8,26,24,7,6,9,24
CHICAGO BULLS,240,30,65,2,4,26,33,5,34,9,5,7,18,20
WASHINGTON WIZARDS,240,39,88,4,8,19,21,15,33,22,14,2,12,28
