team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
UTAH JAZZ,240,37,78,4,7,29,35,11,32,28,6,7,16,25
CLEVELAND CAVALIERS,240,33,79,3,12,17,23,13,26,23,7,6,17,31
PHILADELPHIA 76ERS,240,34,77,2,9,7,11,10,27,21,5,2,15,18
MIAMI HEAT,240,39,83,9,13,5,8,11,29,28,5,9,12,20
HOUSTON ROCKETS,240,30,72,8,20,28,32,12,24,18,8,2,19,24
MILWAUKEE BUCKS,240,41,74,3,9,21,30,11,29,21,9,5,15,26
MINNESOTA TIMBERWOLVES,240,40,80,2,7,14,19,3,26,27,9,2,8,18
PORTLAND TRAIL BLAZERS,240,38,74,4,11,12,19,9,32,21,2,2,17,20
DALLAS MAVERICKS,240,41,79,12,23,16,17,7,27,26,9,3,11,30
SAN ANTONIO SPURS,240,30,68,4,10,24,34,12,29,20,4,5,17,21
VANCOUVER GRIZZLIES,240,45,83,1,7,12,18,11,24,30,6,1,17,26
SEATTLE SUPERSONICS,240,47,86,7,18,16,18,10,22,32,13,7,15,30
LOS ANGELES LAKERS,240,37,74,5,13,23,32,15,23,24,5,5,17,30
WASHINGTON WIZARDS,240,38,76,5,7,28,35,12,25,25,7,3,11,28
