team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
BOSTON CELTICS,240,49,99,7,17,9,11,18,27,28,14,4,13,27
ATLANTA HAWKS,240,31,72,2,6,26,34,12,23,15,6,4,19,20
NEW YORK KNICKS,240,42,76,6,9,28,31,10,29,25,6,4,15,19
CHARLOTTE HORNETS,240,40,81,1,8,18,24,10,23,25,10,4,14,22
GOLDEN STATE WARRIORS,290,33,78,5,12,24,38,8,35,21,12,7,21,31
CHICAGO BULLS,290,34,81,4,16,20,30,10,35,30,10,5,27,37
LOS ANGELES CLIPPERS,240,37,104,3,15,10,11,17,34,24,6,7,16,24
DENVER NUGGETS,240,41,87,8,19,24,30,13,43,30,10,12,13,19
LOS ANGELES LAKERS,240,45,92,4,14,16,22,13,36,31,7,6,15,25
DETROIT PISTONS,240,30,85,2,15,20,29,14,31,16,6,0,18,26
HOUSTON ROCKETS,240,38,80,6,15,20,23,8,30,15,6,5,14,22
INDIANA PACERS,240,42,86,6,15,21,25,10,30,24,10,2,11,22
UTAH JAZZ,240,34,75,8,15,21,28,14,29,26,6,3,18,21
PHILADELPHIA 76ERS,240,41,82,6,12,11,12,9,27,30,10,4,14,26
ORLANDO MAGIC,240,40,82,4,7,7,13,12,34,24,4,8,19,27
TORONTO RAPTORS,240,33,83,3,13,26,32,14,27,22,14,5,9,21
PHOENIX SUNS,240,43,96,4,16,11,12,13,31,32,17,4,20,29
VANCOUVER GRIZZLIES,240,28,65,6,16,24,31,7,31,18,8,10,27,20
