team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHILADELPHIA 76ERS,265,35,82,3,10,25,34,10,32,27,9,2,23,31
CLEVELAND CAVALIERS,265,37,87,5,12,18,22,14,31,23,9,9,23,35
INDIANA PACERS,240,31,94,5,21,23,25,19,33,12,9,6,20,21
DALLAS MAVERICKS,240,46,95,9,15,10,10,13,37,29,7,10,15,25
DENVER NUGGETS,240,44,77,4,16,14,18,10,27,26,8,3,19,25
LOS ANGELES CLIPPERS,240,40,76,9,16,21,25,6,19,23,7,3,16,19
MILWAUKEE BUCKS,240,39,80,5,13,21,27,16,20,18,7,5,11,29
MIAMI HEAT,240,41,78,6,18,20,31,15,21,25,8,6,10,26
HOUSTON ROCKETS,240,30,68,5,18,20,30,4,25,12,9,5,18,26
NEW YORK KNICKS,240,34,70,1,4,22,25,5,31,15,9,2,15,27
WASHINGTON WIZARDS,240,40,86,6,16,12,18,18,19,24,5,5,18,30
ORLANDO MAGIC,240,38,72,5,9,26,32,7,24,22,11,6,20,22
MINNESOTA TIMBERWOLVES,240,41,80,3,6,15,20,8,29,25,8,4,20,34
PHOENIX SUNS,240,31,75,2,13,43,49,12,31,23,11,3,15,18
SACRAMENTO KINGS,240,34,83,3,16,20,28,10,27,21,12,2,13,25
PORTLAND TRAIL BLAZERS,240,36,87,4,15,20,25,19,40,22,9,4,19,27
ATLANTA HAWKS,240,36,85,1,8,6,8,14,28,20,7,2,15,17
SAN ANTONIO SPURS,240,40,79,2,7,12,13,9,30,26,10,7,15,18
GOLDEN STATE WARRIORS,240,34,90,4,15,6,13,16,31,20,4,9,12,25
TORONTO RAPTORS,240,29,72,6,12,21,28,8,36,21,9,15,7,20
