team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CLEVELAND CAVALIERS,265,42,91,6,14,24,30,18,24,26,15,3,16,31
CHICAGO BULLS,265,39,80,2,13,30,36,17,28,26,10,5,24,27
NEW JERSEY NETS,240,44,91,9,23,6,14,15,34,19,5,10,10,12
DALLAS MAVERICKS,240,43,98,10,19,6,6,17,36,24,5,4,12,13
SACRAMENTO KINGS,240,39,95,6,17,15,19,17,34,31,14,3,20,23
HOUSTON ROCKETS,240,36,83,9,24,21,26,11,37,25,15,2,23,21
SEATTLE SUPERSONICS,240,31,84,5,24,16,20,17,19,17,6,1,5,14
MIAMI HEAT,240,41,70,5,9,14,17,11,31,19,1,4,11,20
MILWAUKEE BUCKS,240,29,69,5,17,31,42,11,21,20,6,2,13,22
NEW YORK KNICKS,240,39,66,12,17,19,23,3,29,27,5,0,14,33
CHARLOTTE HORNETS,240,39,84,4,14,14,18,8,28,20,10,3,14,27
ORLANDO MAGIC,240,39,78,5,8,21,27,13,32,14,8,7,16,20
INDIANA PACERS,240,31,79,9,20,16,18,11,32,19,5,4,18,18
PHOENIX SUNS,240,47,93,6,11,18,21,15,34,31,10,3,10,22
MINNESOTA TIMBERWOLVES,240,44,83,6,10,14,19,13,27,30,6,7,7,29
SAN ANTONIO SPURS,240,35,69,7,15,25,31,10,23,18,5,6,10,21
PHILADELPHIA 76ERS,240,31,81,6,14,19,28,18,24,22,9,7,13,20
WASHINGTON WIZARDS,240,32,79,5,11,15,17,15,28,20,7,6,18,30
