team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DENVER NUGGETS,240,25,75,2,16,16,29,14,41,17,6,5,23,26
CHICAGO BULLS,240,24,79,3,10,19,28,8,38,21,14,5,12,23
PORTLAND TRAIL BLAZERS,240,34,68,8,11,20,31,8,25,20,13,8,17,21
GOLDEN STATE WARRIORS,240,31,74,2,10,19,24,15,22,20,14,4,17,25
PHOENIX SUNS,240,40,85,8,16,13,18,17,31,17,6,0,18,29
LOS ANGELES LAKERS,240,40,83,5,16,24,32,11,27,23,11,6,8,19
MIAMI HEAT,240,41,74,5,14,12,14,11,26,32,9,4,12,16
MILWAUKEE BUCKS,240,36,74,7,14,8,10,12,20,21,7,3,17,20
MINNESOTA TIMBERWOLVES,265,45,89,1,7,25,30,13,30,32,17,11,17,30
NEW JERSEY NETS,265,39,93,8,18,29,35,21,26,24,11,2,23,29
ATLANTA HAWKS,240,35,82,2,9,11,14,10,29,16,6,3,12,19
NEW YORK KNICKS,240,39,79,2,7,15,17,7,31,23,7,4,14,19
HOUSTON ROCKETS,240,29,75,8,24,30,34,9,34,26,5,9,18,22
ORLANDO MAGIC,240,45,102,7,11,15,19,22,32,23,9,6,9,25
BOSTON CELTICS,290,42,106,8,20,23,32,20,45,23,9,3,16,35
PHILADELPHIA 76ERS,290,39,97,5,17,34,46,17,40,22,7,6,16,33
DETROIT PISTONS,240,39,91,5,18,20,27,15,26,18,9,3,14,30
SACRAMENTO KINGS,240,36,75,10,28,31,44,12,34,23,9,5,19,27
UTAH JAZZ,240,37,83,3,10,21,27,12,30,28,16,3,12,22
SEATTLE SUPERSONICS,240,33,66,9,18,20,28,5,31,26,7,1,20,23
CHARLOTTE HORNETS,240,39,79,5,9,19,22,11,37,26,7,12,10,14
TORONTO RAPTORS,240,30,84,8,17,16,17,10,26,20,5,6,10,18
