team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHICAGO BULLS,240,33,81,2,8,10,11,6,27,17,8,4,19,22
HOUSTON ROCKETS,240,45,85,15,32,18,23,11,36,32,9,6,12,14
PHILADELPHIA 76ERS,240,47,94,1,10,16,23,15,36,23,7,5,7,26
INDIANA PACERS,240,36,83,7,16,22,24,8,32,21,3,9,11,22
BOSTON CELTICS,240,30,74,4,23,20,28,8,28,16,5,2,17,22
MILWAUKEE BUCKS,240,41,81,3,11,14,21,9,25,22,8,7,13,25
TORONTO RAPTORS,265,37,89,4,14,23,30,10,27,30,12,3,12,30
MINNESOTA TIMBERWOLVES,265,40,85,1,8,25,32,14,38,28,9,6,18,28
DENVER NUGGETS,240,44,88,10,23,14,14,15,36,26,3,12,16,27
NEW JERSEY NETS,240,37,87,8,14,28,33,14,26,25,8,5,6,16
MIAMI HEAT,240,28,76,2,16,11,24,11,23,17,12,6,16,22
ORLANDO MAGIC,240,35,78,8,22,16,22,16,32,13,11,9,17,23
GOLDEN STATE WARRIORS,240,32,83,2,11,16,25,15,26,14,15,5,15,30
PHOENIX SUNS,240,33,73,0,12,24,32,10,35,20,5,12,18,22
NEW YORK KNICKS,240,38,78,7,17,10,11,10,25,21,5,4,12,18
PORTLAND TRAIL BLAZERS,240,36,76,5,15,12,17,14,23,19,7,3,14,16
LOS ANGELES LAKERS,240,34,89,4,11,18,25,15,38,15,5,5,9,15
SACRAMENTO KINGS,240,38,87,4,18,9,13,11,33,20,5,6,11,24
