team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
WASHINGTON WIZARDS,240,41,82,5,10,17,19,13,22,18,4,8,12,24
BOSTON CELTICS,240,38,79,2,7,24,26,14,28,21,6,5,14,26
TORONTO RAPTORS,265,39,89,7,15,16,21,14,31,26,7,5,15,30
CHARLOTTE HORNETS,265,39,79,4,12,28,30,6,34,32,10,1,14,21
PHOENIX SUNS,240,37,79,9,25,15,20,9,25,27,8,10,13,25
DETROIT PISTONS,240,33,84,6,18,25,27,20,31,15,5,4,15,19
MINNESOTA TIMBERWOLVES,240,35,92,3,10,12,17,16,30,18,8,1,14,18
INDIANA PACERS,240,44,82,9,17,12,16,8,42,21,9,3,14,18
PHILADELPHIA 76ERS,240,36,96,2,9,14,20,16,22,20,12,3,9,19
LOS ANGELES LAKERS,240,42,79,2,10,14,18,12,38,30,6,13,16,20
NEW JERSEY NETS,240,38,87,4,17,17,24,14,21,20,8,2,13,25
ORLANDO MAGIC,240,43,85,1,7,16,26,19,31,26,8,7,19,21
SACRAMENTO KINGS,240,44,86,6,17,14,18,7,30,29,10,6,16,23
SEATTLE SUPERSONICS,240,49,91,3,14,22,30,12,35,36,11,2,13,19
GOLDEN STATE WARRIORS,240,33,91,4,9,27,35,22,22,12,8,3,12,24
UTAH JAZZ,240,38,72,7,11,31,36,11,36,28,5,9,18,33
NEW YORK KNICKS,240,37,82,2,12,13,16,9,27,19,7,3,8,18
VANCOUVER GRIZZLIES,240,33,69,5,15,12,14,7,37,21,6,6,20,22
