team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MIAMI HEAT,240,31,81,3,9,12,12,16,29,16,5,8,18,22
ATLANTA HAWKS,240,33,87,1,8,15,18,18,27,19,9,6,13,18
SAN ANTONIO SPURS,240,33,64,2,6,28,34,8,33,23,4,6,17,22
DALLAS MAVERICKS,240,40,89,4,15,13,14,10,21,12,7,3,6,25
NEW YORK KNICKS,240,40,87,3,7,8,10,10,33,21,3,2,14,25
INDIANA PACERS,240,34,74,3,9,24,28,6,32,20,7,7,13,16
CLEVELAND CAVALIERS,265,45,91,5,10,12,17,14,31,23,7,2,17,28
MINNESOTA TIMBERWOLVES,265,43,89,1,10,24,28,16,28,29,8,3,16,18
WASHINGTON WIZARDS,240,38,99,2,15,8,13,19,23,18,9,5,16,28
SACRAMENTO KINGS,240,35,79,3,10,25,32,14,40,12,8,4,19,21
DETROIT PISTONS,240,38,82,4,18,20,25,15,32,19,7,3,19,20
SEATTLE SUPERSONICS,240,35,90,4,21,16,23,18,23,21,16,4,14,25
NEW JERSEY NETS,240,42,83,5,17,11,18,6,31,23,11,6,6,24
TORONTO RAPTORS,240,32,86,6,20,23,27,21,34,22,4,6,13,15
DENVER NUGGETS,240,32,82,3,14,16,24,10,33,17,4,3,12,19
UTAH JAZZ,240,37,75,7,14,15,22,5,32,29,5,9,14,26
GOLDEN STATE WARRIORS,240,26,76,4,12,26,32,14,29,16,9,7,17,27
VANCOUVER GRIZZLIES,240,37,81,2,11,22,37,16,34,24,9,8,13,25
