team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
INDIANA PACERS,240,41,79,7,20,24,31,7,31,23,6,3,10,25
ATLANTA HAWKS,240,38,80,3,10,28,37,14,31,20,5,3,13,27
GOLDEN STATE WARRIORS,240,30,68,3,9,41,58,13,26,15,6,4,21,31
BOSTON CELTICS,240,40,82,5,14,36,44,13,28,28,8,3,10,36
CHICAGO BULLS,240,28,82,3,13,15,17,15,33,18,9,3,14,19
CHARLOTTE HORNETS,240,27,68,2,8,21,27,7,40,23,7,8,17,19
ORLANDO MAGIC,240,30,68,4,10,27,36,6,20,18,7,3,24,32
DETROIT PISTONS,240,42,88,3,12,26,29,19,31,21,6,2,21,30
LOS ANGELES CLIPPERS,240,31,88,3,17,13,17,20,32,17,10,7,22,24
SACRAMENTO KINGS,240,38,84,3,12,19,23,12,35,23,6,2,16,19
